6b5cA02 1.10.8.60.22 A.198-283
1p1jB01 3.40.50.720.640 B.10-322,438-533
5msoA00 3.40.50.720.641 A.732-1174
4f6cB00 3.40.50.720.642 B.37-415
4hxyA00 3.40.50.720.643 A.4-438
4j1qA00 3.40.50.720.644 A.20-445
5ktkA00 3.40.50.720.645 A.14-473
2uv8A04 3.40.50.720.646 A.384-978
1kc0A00 3.40.50.720.647 A.1-298
2e7zA02 3.40.50.740.1 A.58-143,333-550
3ml1A02 3.40.50.740.2 A.69-147,386-501,526-597
1g8kA02 3.40.50.740.3 A.120-201,424-531,559-621
2napA02 3.40.50.740.4 A.62-139,346-562
1kqfA02 3.40.50.740.5 A.107-194,532-682
1eu1A01 3.40.50.740.6 A.54-145,378-481,507-529
2iv2X02 3.40.50.740.7 X.61-137,336-526
1q16A05 3.40.50.740.8 A.99-191,211-221,604-623,658-667,691-790
5nqdA02 3.40.50.740.9 A.123-204,451-560,588-639
2vpzA02 3.40.50.740.10 A.97-171,413-484,509-532
1ti2A02 3.40.50.740.11 A.67-175,396-648
4reoA02 3.40.50.790.1 A.68-160
4lq4A02 3.40.50.790.2 A.57-147
1mzpA02 3.40.50.790.3 A.62-152
4k0mC02 3.40.50.790.4 C.48-136
3o58A02 3.40.50.790.5 A.61-155
4wi1B02 3.40.50.800.1 B.291-398
1evlA02 3.40.50.800.2 A.290-401
4hvcB02 3.40.50.800.3 B.304-413
1g5hB02 3.40.50.800.4 B.338-444
2i4lB02 3.40.50.800.5 B.358-458
5znjA01 3.40.50.800.6 A.1-10,462-567
3lc0A02 3.40.50.800.7 A.355-456
5e3iA02 3.40.50.800.8 A.337-435
4hwtA02 3.40.50.800.9 A.292-401
4g84A02 3.40.50.800.10 A.363-462
3uh0A02 3.40.50.800.11 A.337-460
3ialA02 3.40.50.800.12 A.295-422
1h4vB02 3.40.50.800.13 B.324-418
1wu7A03 3.40.50.800.14 A.330-426
1httA02 3.40.50.800.15 A.325-422
1atiB02 3.40.50.800.16 B.393-504
2zt5A03 3.40.50.800.17 A.553-673
3netB02 3.40.50.800.18 B.368-465
1qe0A02 3.40.50.800.19 A.327-417
3a32A02 3.40.50.800.20 A.331-471
1v95A01 3.40.50.800.21 A.1-116
3mcwA00 3.40.50.850.1 A.4-198
3tg2A00 3.40.50.850.2 A.2-206
3oqpA00 3.40.50.850.3 A.3-209
1j2rA00 3.40.50.850.4 A.12-199
3o94B00 3.40.50.850.5 B.21-210
4h17A00 3.40.50.850.6 A.1-197
3irvA01 3.40.50.850.7 A.18-221
3hu5A00 3.40.50.850.8 A.6-195
2wt9A00 3.40.50.850.9 A.26-232
1yacA00 3.40.50.850.10 A.2-205
4l07A00 3.40.50.850.11 A.1-208
3lqyA00 3.40.50.850.12 A.1-189
1yzvA00 3.40.50.850.13 A.10-204
2b34A00 3.40.50.850.14 A.8-199
3kl2I00 3.40.50.850.15 I.20-218
3ot4A00 3.40.50.850.16 A.27-224
3hb7A00 3.40.50.850.17 A.1-188
2a67B00 3.40.50.850.18 B.1-167
3eefA00 3.40.50.850.19 A.2-173
1nbaB00 3.40.50.850.20 B.8-259
3v8eA00 3.40.50.850.21 A.1-216
5sy4A00 3.40.50.880.1 A.5-199
4qytA00 3.40.50.880.2 A.5-194
2rk3A00 3.40.50.880.3 A.2-188
3noqA00 3.40.50.880.4 A.4-230
3l4eA00 3.40.50.880.5 A.1-206
1fy2A00 3.40.50.880.6 A.1-229
1kwgA02 3.40.50.880.7 A.395-594
4hcjA00 3.40.50.880.8 A.5-177
4oggC02 3.40.50.880.9 C.191-388
1wl8A00 3.40.50.880.10 A.1-188
1u9cA00 3.40.50.880.11 A.4-224
1vhqB00 3.40.50.880.12 B.7-221
1sy7A03 3.40.50.880.13 A.521-715
2nv0A00 3.40.50.880.14 A.1-195
2abwA00 3.40.50.880.15 A.2-221
3bhnA00 3.40.50.880.16 A.21-233
2fexA00 3.40.50.880.17 A.2-188
4gudB00 3.40.50.880.18 B.2-210
4p5pA00 3.40.50.880.19 A.1-225
3m3pA00 3.40.50.880.20 A.2-250
3mgkA00 3.40.50.880.21 A.4-202
3er6A00 3.40.50.880.22 A.7-198
4uzsB02 3.40.50.880.23 B.407-627
3fseA01 3.40.50.880.24 A.11-207
1i7qB00 3.40.50.880.25 B.2-193
3l3bA00 3.40.50.880.26 A.24-239
1o1yA00 3.40.50.880.27 A.10-239
4pxyA00 3.40.50.880.28 A.7-250
5xzmB03 3.40.50.880.29 B.527-678
1gpmA01 3.40.50.880.30 A.9-206
3ttvA03 3.40.50.880.31 A.600-753
3r75A02 3.40.50.880.32 A.447-638
3f5dA00 3.40.50.880.33 A.3-195
1a9xB02 3.40.50.880.34 B.151-378
4lruA00 3.40.50.880.35 A.1-239
1t0bA00 3.40.50.880.36 A.6-245
2vrnA00 3.40.50.880.37 A.6-190
1gpwB00 3.40.50.880.38 B.1-200
3efeC00 3.40.50.880.39 C.6-211
4k2hD00 3.40.50.880.40 D.3-188
3en0C00 3.40.50.880.41 C.24-289
3cneA00 3.40.50.880.42 A.2-175
1qdlB00 3.40.50.880.43 B.1-195
3ttyA02 3.40.50.880.44 A.394-613
3rhtA00 3.40.50.880.45 A.6-257
3fijC00 3.40.50.880.46 C.3-241
3graA00 3.40.50.880.47 A.5-189
4zdjA02 3.40.50.880.48 A.299-553
1jvnA01 3.40.50.880.49 A.1-240
1n57A00 3.40.50.880.50 A.5-283
2vdjA01 3.40.50.880.51 A.34-296
2zuvA03 3.40.50.880.52 A.435-695
2gk3A00 3.40.50.880.53 A.11-256
3uowB01 3.40.50.880.54 B.9-233
4e5vB00 3.40.50.880.55 B.3-281
1l9xA00 3.40.50.880.56 A.28-315
2w7tA00 3.40.50.880.57 A.8-271
3l7nA00 3.40.50.880.58 A.1-234
4lgyA04 3.40.50.880.59 A.988-1305
3d54D00 3.40.50.880.60 D.1-212
5xvtA03 3.40.50.920.1 A.561-697
4kxwA03 3.40.50.920.2 A.490-622
2r8oB03 3.40.50.920.3 B.538-668
2bfdB02 3.40.50.920.4 B.214-338
3l84A03 3.40.50.920.5 A.515-632
5exeA02 3.40.50.920.6 A.252-395
2ozlB02 3.40.50.920.7 B.207-340
2c42A02 3.40.50.920.8 A.258-414
3ju3A00 3.40.50.920.9 A.3-118
3ahcA03 3.40.50.920.10 A.645-826
2qtcA03 3.40.50.920.11 A.706-886
2o1sB03 3.40.50.920.12 B.495-621
2o1xD03 3.40.50.920.13 D.497-629
1hqkA00 3.40.50.960.1 A.1-154
2c92A00 3.40.50.960.2 A.14-160
1kz1C00 3.40.50.960.3 C.9-159
2b99C00 3.40.50.960.4 C.2-153
2obxA00 3.40.50.960.5 A.6-155
1c41A00 3.40.50.960.6 A.5-199
5xvtA02 3.40.50.970.1 A.349-560
2pgnA03 3.40.50.970.2 A.371-588
4kxvA02 3.40.50.970.3 A.296-489
5ej8A03 3.40.50.970.4 A.347-556
4kgdA03 3.40.50.970.5 A.360-549
1q6zA03 3.40.50.970.6 A.342-525
4kgdA01 3.40.50.970.7 A.9-192
1q6zA01 3.40.50.970.8 A.2-179
2vk8A03 3.40.50.970.9 A.353-554
2pgnA01 3.40.50.970.10 A.2-188
5ej8A01 3.40.50.970.11 A.1-196
1yb0B00 3.40.80.10.8 B.1-159
1m0dA00 3.40.91.30.1 A.6-134
2fokA03 3.40.91.30.2 A.401-575
2freA00 3.40.109.10.17 A.2-200
2r01A01 3.40.109.10.18 A.14-166
1vfrA00 3.40.109.10.19 A.2-218
3h4oA00 3.40.109.10.20 A.21-191
1kfiA03 3.40.120.10.13 A.322-447
5jn5A03 3.40.120.10.14 A.325-424
5bmnA02 3.40.120.10.15 A.189-266
2qlcA00 3.40.140.10.21 A.1-126
3dh1B00 3.40.140.10.22 B.17-176
3e1uA00 3.40.140.10.23 A.6-189
1cttA02 3.40.140.10.24 A.180-294
5dviA02 3.40.190.10.189 A.143-298,376-419
2f7aA01 3.40.190.10.190 A.4-81,189-231
3k01A02 3.40.190.10.191 A.143-293,368-412
4htgA02 3.40.190.10.192 A.111-211
4r9fA01 3.40.190.10.193 A.41-164,328-404
3hn0A01 3.40.190.10.194 A.4-83,182-283
3p7iA02 3.40.190.10.195 A.101-212
1n7xA01 3.40.190.10.196 A.3-84,250-331
5iaiA01 3.40.190.10.197 A.24-145,305-374
1p99A02 3.40.190.10.198 A.119-229
4ua8A02 3.40.190.10.199 A.137-278,354-400
2rinA01 3.40.190.10.200 A.4-89,200-291
2v25A02 3.40.190.10.201 A.125-225
5yseB01 3.40.190.10.202 B.11-123,273-346
2nxoD01 3.40.190.10.203 D.7-82,185-282
2y7pA01 3.40.190.10.204 A.1-81,181-215
3cvgA02 3.40.190.10.205 A.109-232
3zs6A01 3.40.190.10.206 A.1-36,159-259,477-506
3kzgA01 3.40.190.10.207 A.2-90,190-229
5l9iB01 3.40.190.10.208 B.20-122,250-322
2b3fA01 3.40.190.10.209 A.1-120,276-346
2ozzA01 3.40.190.10.210 A.1-96,189-231
2pyyB01 3.40.190.10.211 B.4-87,185-228
2zyoA01 3.40.190.10.212 A.13-130,278-351
3ho7A02 3.40.190.10.213 A.81-182
4rpoA01 3.40.190.10.214 A.5-86,188-223
2zyoA02 3.40.190.10.215 A.131-277,352-397
2de3A01 3.40.190.10.216 A.20-97,251-363
1o63A01 3.40.190.10.217 A.3-86,169-205
4ua8A01 3.40.190.10.218 A.18-136,279-353
4f1vA01 3.40.190.10.219 A.1-94,244-372
2xxpA01 3.40.190.10.220 A.15-119
1ve4A02 3.40.190.10.221 A.94-176
5eyfA02 3.40.190.10.222 A.104-201
1nh8A01 3.40.190.10.223 A.21-104,199-231
3thiA01 3.40.190.10.224 A.1-108,256-322
2v3uA02 3.40.190.10.225 A.106-219
1eljA01 3.40.190.10.226 A.1-116,264-330
3fd3A01 3.40.190.10.227 A.1-70,172-207
4x6gE02 3.40.190.10.228 E.92-166,275-316
2heuA02 3.40.190.10.229 A.129-291,347-401
3h7mA01 3.40.190.10.230 A.7-96,191-234
3tqlA02 3.40.190.10.231 A.89-187
2h98A02 3.40.190.10.232 A.162-268
1zbmA01 3.40.190.10.233 A.7-86,179-270
4g68A01 3.40.190.10.234 A.63-177,342-414
3luyA01 3.40.190.10.235 A.5-94,178-203
1lamA01 3.40.220.10.12 A.1-165
2vriA00 3.40.220.10.13 A.1-173
4j5rA00 3.40.220.10.14 A.6-146
2fk5A00 3.40.225.10.9 A.2-196
1g8kA03 3.40.228.10.4 A.202-423,658-682
2oucA00 3.40.250.10.24 A.1-142
2vswA00 3.40.250.10.25 A.1-134
3fojA00 3.40.250.10.26 A.2-100
1yt8A02 3.40.250.10.27 A.129-236
1yt8A04 3.40.250.10.28 A.376-482
1euhA02 3.40.309.10.13 A.254-446
5kloA02 3.40.309.10.14 A.291-485
4lihA02 3.40.309.10.15 A.277-468
5cdvA01 3.40.350.10.13 A.1-124
3oooA00 3.40.350.10.14 A.1-131
1nm2A02 3.40.366.10.9 A.2-130,199-308
2jfkA02 3.40.366.10.10 A.93-215,282-406
3o8mA03 3.40.367.20.1 A.210-485
1c7kA00 3.40.390.10.13 A.1-132
4in9A00 3.40.390.10.14 A.1-166
5th6B00 3.40.390.10.15 B.5-231
4m1uA01 3.40.420.10.5 A.1-170
3kgyA00 3.40.430.10.11 A.14-231
3ia4A00 3.40.430.10.12 A.1-161
2hxvA02 3.40.430.10.13 A.160-357
3js8A03 3.40.462.10.5 A.217-490
6foqA03 3.40.462.20.1 A.211-420
4ygmB00 3.40.470.10.6 B.15-232
1oizA02 3.40.525.10.2 A.81-274
4e3yA00 3.40.570.10.1 A.5-244
2gigB00 3.40.600.10.2 B.1-256
3k2wA01 3.40.605.10.13 A.7-259,454-490
5ekcF01 3.40.605.10.14 F.9-255,445-490
4o6rA01 3.40.605.10.15 A.8-257,452-496
3owcB00 3.40.630.30.47 B.13-182
2prbA00 3.40.630.30.48 A.12-187
4r3lA00 3.40.630.30.49 A.11-167
4ollA02 3.40.630.30.50 A.150-340
2jdcA00 3.40.630.30.51 A.2-146
2r7hB00 3.40.630.30.52 B.19-177
1sqhA01 3.40.630.30.53 A.7-158,290-303
3d3sA00 3.40.630.30.54 A.26-184
6bvcA00 3.40.630.30.55 A.24-177
2ozgA02 3.40.630.30.56 A.70-77,133-288
4e0aA00 3.40.630.30.57 A.2-157
2fe7B00 3.40.630.30.58 B.1-166
3exnA00 3.40.630.30.59 A.8-160
3f5bA00 3.40.630.30.60 A.2-179
5jphB00 3.40.630.30.61 B.1-144
2q7bA00 3.40.630.30.62 A.17-180
3r1kA02 3.40.630.30.63 A.161-318
6ao7A00 3.40.630.30.64 A.10-162
1n71B00 3.40.630.30.65 B.1-179
4uwjA01 3.40.630.30.66 A.16-159
2ozhA01 3.40.630.30.67 A.1-133
4evyA00 3.40.630.30.68 A.20-166
5gi7A00 3.40.630.30.69 A.6-215
5ktaA00 3.40.630.30.70 A.2-179
2i79D00 3.40.630.30.71 D.4-172
3juwA00 3.40.630.30.72 A.8-174
3qb8A00 3.40.630.30.73 A.1-197
3pzjB00 3.40.630.30.74 B.21-207
4f4eA02 3.40.640.10.64 A.83-323
2dr1A02 3.40.640.10.65 A.32-277
2qmaA03 3.40.640.10.66 A.114-382
4wbtA02 3.40.640.10.67 A.50-274
2yrrA02 3.40.640.10.68 A.12-252
3jtxB02 3.40.640.10.69 B.44-291
4m2mA02 3.40.640.10.70 A.79-294
3kkiA02 3.40.640.10.71 A.75-306
4rj0A02 3.40.640.10.72 A.114-357
3hdoA02 3.40.640.10.73 A.40-259
5g0aA02 3.40.640.10.74 A.68-351
1o69A01 3.40.640.10.75 A.12-244
3madA03 3.40.640.10.76 A.109-371
3islA02 3.40.640.10.77 A.23-286
3f9tA02 3.40.640.10.78 A.43-303
3rjuA00 3.40.710.10.32 A.1-351
3wwxA00 3.40.710.10.33 A.5-346
3p09A00 3.40.710.10.34 A.23-290
4hesA00 3.40.710.10.35 A.1-275
1xkzC00 3.40.710.10.36 C.8-255
4pprA00 3.40.710.10.37 A.25-330
1w79A01 3.40.710.10.38 A.1-68,285-467
1w0dA00 3.40.718.10.7 A.1-337
2gsoA01 3.40.720.10.14 A.5-221,325-386
5xwiA01 3.40.720.10.15 A.30-357,484-555
1aukA01 3.40.720.10.16 A.1-352,454-485
3sl1A00 3.40.800.10.7 A.24-413
4rhmA00 3.40.800.10.8 A.19-326
5heeA00 3.40.830.10.1 A.1-262
1vomA01 3.40.850.10.7 A.2-32,81-335,443-457,648-690
3urrA00 3.40.930.10.2 A.2-153
4uuwA01 3.40.980.10.8 A.1-172
1vr8A00 3.40.1000.20.1 A.5-142
2e0nA01 3.40.1010.10.7 A.5-133
3nutC01 3.40.1010.10.8 C.7-120
4yi7A02 3.40.1030.10.3 A.87-361
3lasA00 3.40.1050.10.7 A.1-166
2ahuA01 3.40.1080.10.6 A.4-276
3a1cA02 3.40.1110.10.5 A.47-163
3lkkB00 3.40.1160.10.11 B.3-249
3d2mA01 3.40.1160.10.12 A.25-306
1a79A02 3.40.1170.20.5 A.1-71
2fz4A01 3.40.1170.30.1 A.24-80
4e69A00 3.40.1190.20.15 A.10-319
4k8kB00 3.40.1190.20.16 B.24-352
3h49B00 3.40.1190.20.17 B.6-312
3iq0A00 3.40.1190.20.18 A.4-313
3umoA00 3.40.1190.20.19 A.1-309
2hlzA00 3.40.1190.20.20 A.17-312
3lhxA00 3.40.1190.20.21 A.4-309
4xdaA00 3.40.1190.20.22 A.4-309
2pd2A00 3.40.1260.10.8 A.1-108
3nk6B02 3.40.1280.10.13 B.108-274
1v2xA00 3.40.1280.10.14 A.1-191
4j3cA02 3.40.1280.10.15 A.99-267
3kw2B02 3.40.1280.10.16 B.73-247
1m55A00 3.40.1310.20.2 A.1-193
3ieyA02 3.40.1350.10.15 A.55-154
1xmxA02 3.40.1350.10.16 A.143-163,253-385
1t0fA01 3.40.1350.10.17 A.10-171
2vldA02 3.40.1350.10.18 A.120-233
1t6t200 3.40.1360.10.4 2.4-113
1dmgA00 3.40.1370.10.2 A.1-225
4tt3G02 3.40.1380.10.5 G.26-231
2wtzC01 3.40.1390.10.11 C.32-141
1ko7B01 3.40.1390.20.1 B.1-128
2vvpC00 3.40.1400.10.3 C.3-160
3cnvA01 3.40.1410.10.5 A.1-161
3bwgC02 3.40.1410.10.6 C.74-236
1yd0A00 3.40.1440.10.1 A.1-89
1vjuB00 3.40.1500.10.1 B.3-309
3hzhB00 3.40.1550.10.4 B.13-170
4cdpA02 3.40.1570.10.2 A.92-119,188-269,291-349
2prvB00 3.40.1580.10.1 B.1-152
2zixB01 3.40.1620.30.1 B.18-79
3t7yA00 3.40.1690.10.4 A.2-95
4apmA01 3.50.4.10.7 A.6-19,220-260,314-361
4durB01 3.50.4.10.8 B.2-82
4d8qF03 3.50.7.10.7 F.212-373
5ib9A02 3.50.30.30.6 A.69-195
3kasA02 3.50.30.30.7 A.77-257
3icuA01 3.50.30.30.8 A.30-190
3eifA02 3.50.30.30.9 A.238-369,399-414
4o5qA02 3.50.50.60.83 A.201-326,451-521
4x9mA01 3.50.50.60.84 A.35-122,182-259,360-418
3ntdA01 3.50.50.60.85 A.1-114,265-346
3v76A01 3.50.50.60.86 A.28-211,363-417
3ihmA01 3.50.50.60.87 A.23-85,120-183,294-381
5koxA01 3.50.50.60.88 A.4-174,261-381
3pvcA02 3.50.50.60.89 A.253-350,406-479,575-674
3c4aA01 3.50.50.60.90 A.2-39,97-159,251-371
1vg0A01 3.50.50.60.91 A.3-92,370-446,554-601
2vouB01 3.50.50.60.92 B.2-72,93-167,288-370,378-388
1rsgB01 3.50.50.60.93 B.8-47,200-290,455-511
4ia6B01 3.50.50.60.94 B.1-119,216-336,466-538
5niiB01 3.50.50.60.95 B.3-118,230-300
1y0pA02 3.50.50.60.96 A.103-359,506-568
2e5vA01 3.50.50.60.97 A.1-213,310-375
3l8kA01 3.50.50.60.98 A.2-144,269-342
2cduA01 3.50.50.60.99 A.1-33,62-114,247-327
4eqsA02 3.50.50.60.100 A.41-58,114-238
5j7xA01 3.50.50.60.101 A.9-153,391-545
3kljA01 3.50.50.60.102 A.8-117,228-302
1gteA04 3.50.50.60.103 A.288-440
4rriA01 3.50.80.10.2 A.1-134
2knqA01 3.55.40.10.4 A.6-137
4m0nA02 3.55.50.30.2 A.155-231
4g08A01 3.55.50.30.3 A.15-84
3mprB00 3.60.10.10.11 B.2-291
2f1nA00 3.60.10.10.12 A.10-262
4zo2A00 3.60.15.10.24 A.2-294
3adrB00 3.60.15.10.25 B.2-257
3x30A00 3.60.15.10.26 A.1-227
3zwfA00 3.60.15.10.27 A.1-359
2p97A00 3.60.15.10.28 A.1-201
2q9uB01 3.60.15.10.29 B.6-251
3mi0F00 3.60.20.10.23 F.5-234
4wksC01 3.60.20.10.24 C.1-75,151-290,475-536
1or0B01 3.60.20.10.25 B.1-75,142-267,451-508
1te5A00 3.60.20.10.26 A.2-254
1gk9B01 3.60.20.10.27 B.1-72,146-290,452-536
3tghA00 3.60.21.10.18 A.1-339
3ztvA01 3.60.21.10.19 A.8-356
3qfmA00 3.60.21.10.20 A.11-268
4q7fA01 3.60.21.10.21 A.18-319
2xmoA01 3.60.21.10.22 A.33-349,436-443
2iq1A00 3.60.40.10.10 A.5-264
2isnB00 3.60.40.10.11 B.3-347
2x1dA01 3.60.60.10.3 A.1-21,96-355
5y0mA00 3.60.70.12.1 A.19-355
5tvoA00 3.60.90.10.1 A.1-270
4hg5C00 3.60.110.10.6 C.39-340
5h8iB00 3.60.110.10.7 B.7-304
1k0eB00 3.60.120.10.4 B.1-453
4ylmX00 3.60.130.10.9 X.1-292
2yvwA02 3.65.10.10.8 A.30-235
5v7mA00 3.70.10.10.6 A.7-261
3fdsC01 3.70.10.10.7 C.1-244
1jdwA00 3.75.10.10.8 A.64-423
2ra8A02 3.80.10.10.40 A.77-357
4v2dA00 3.80.10.10.41 A.1-326
6dbgA01 3.80.10.10.42 A.4-213
2o6sA00 3.80.10.10.43 A.1-208
4pq8A00 3.80.10.10.44 A.8-248
4tzhA00 3.80.10.10.45 A.1-190
1wwlB00 3.80.10.10.46 B.1-312
2p1mB02 3.80.10.10.47 B.46-576
4ay9X00 3.80.10.10.48 X.2-343
2xotB01 3.80.10.10.49 B.9-255
2hr7A01 3.80.20.20.4 A.4-191
2cvcA01 3.90.10.10.6 A.40-141
2cy3A00 3.90.10.10.7 A.1-118
5e62B00 3.90.20.10.3 B.1-149
2zcuA02 3.90.25.10.17 A.137-170,194-258,268-283
2hrzA02 3.90.25.10.18 A.193-237,266-296,321-342
3i6iA02 3.90.25.10.19 A.159-197,221-285,300-317
1eq2D02 3.90.25.10.20 D.168-213,237-279,293-304
2r6jA02 3.90.25.10.21 A.155-190,214-278,292-318
5hgwA00 3.90.45.10.4 A.6-179
4g54A01 3.90.70.10.30 A.18-132,205-214
3wxfA00 3.90.70.10.31 A.3-312
2avwD01 3.90.70.10.32 D.14-46,193-301
6iikB00 3.90.70.10.33 B.7-391
3k8uA01 3.90.70.10.34 A.11-141
4q8gA00 3.90.70.10.35 A.52-454
3pw3D00 3.90.70.10.36 D.10-383
2o7iA02 3.90.76.10.8 A.40-158,193-204,560-585
3f13B00 3.90.79.10.30 B.11-158
3sonA00 3.90.79.10.31 A.3-148
4ktbA00 3.90.79.10.32 A.34-193
2o1cA00 3.90.79.10.33 A.2-148
3e57A00 3.90.79.10.34 A.16-207
4mpoB00 3.90.79.10.35 B.4-151
3grnA00 3.90.79.10.36 A.2-139
3kvhA00 3.90.79.10.37 A.5-203
1g8lA02 3.90.105.10.3 A.27-50,143-175
4bguA02 3.90.110.10.7 A.143-303
4m1qA02 3.90.110.10.8 A.169-335
4dkjA02 3.90.120.10.5 A.257-348
4dv8A01 3.90.176.10.5 A.15-51,135-301
1kolA01 3.90.180.10.23 A.2-170,338-397
1uufA01 3.90.180.10.24 A.23-178,335-369
2dfvA01 3.90.180.10.25 A.2-155,291-347
4c4oB01 3.90.180.10.26 B.2-156,287-336
2cdcA01 3.90.180.10.27 A.1-144,335-366
3iupA01 3.90.180.10.28 A.3-152,341-378
5m43A00 3.90.190.10.27 A.2-175
2i1yA00 3.90.190.10.28 A.13-299
4az1B00 3.90.190.10.29 B.4-295
3f81A00 3.90.190.10.30 A.5-183
2i6jA00 3.90.190.10.31 A.1-161
2f46A00 3.90.190.10.32 A.6-156
4wu3A01 3.90.190.10.33 A.39-334
3ku3A02 3.90.209.20.2 A.50-270
5h6kA00 3.90.210.10.2 A.45-268
2fibA01 3.90.215.10.2 A.2-144,239-249
3okgA02 3.90.220.20.1 A.197-390
6n92A01 3.90.226.10.41 A.2-185
4wczC01 3.90.226.10.42 C.8-218
2q35A01 3.90.226.10.43 A.1-179
4qfeB01 3.90.226.10.44 B.7-203
3tlfD01 3.90.226.10.45 D.9-216
3qmjA00 3.90.226.10.46 A.6-219
5wydB01 3.90.226.10.47 B.9-212
3u9rB02 3.90.226.10.48 B.293-555
3lkeB00 3.90.226.10.49 B.4-254
4og1A01 3.90.226.10.50 A.23-232
4ghnA03 3.90.226.10.51 A.198-326,349-390
6ek3B00 3.90.228.10.4 B.25-221
6a8mA02 3.90.230.10.7 A.175-445
5d6eA01 3.90.230.10.8 A.57-264,345-367
1q8fA00 3.90.245.10.5 A.3-310
2gzqA00 3.90.280.10.3 A.10-200
1uzkA02 3.90.290.10.1 A.46-120
4ic1D00 3.90.320.10.5 D.1-206
2ckfC01 3.90.380.10.5 C.1-34,163-446
3zo9A02 3.90.400.10.4 A.133-202
2xtsA01 3.90.420.10.1 A.2-260
2wdsA00 3.90.470.20.1 A.21-143
1f7lA00 3.90.470.20.2 A.1-118
2qh5B00 3.90.550.10.32 B.3-268
3cgxA00 3.90.550.10.33 A.3-232
2wawA00 3.90.550.10.34 A.2-199
2z86D02 3.90.550.10.35 D.68-348
2ggoA01 3.90.550.10.36 A.1-210
2icyA01 3.90.550.10.37 A.5-359
4kt7A00 3.90.550.10.38 A.1-233
4i6mA03 3.90.640.10.9 A.184-324
5i9eA03 3.90.640.10.10 A.187-299
4fo0A03 3.90.640.10.11 A.59-123,280-367
2yxzA02 3.90.650.10.7 A.144-305
2yg5A02 3.90.660.10.8 A.43-62,79-107,201-210,292-396
1rsgA02 3.90.660.10.9 A.92-195,290-444
1y0pA03 3.90.700.10.3 A.365-502
1iybA00 3.90.730.10.5 A.1-208
1wk8B00 3.90.740.10.2 B.8-194
3ztvA02 3.90.780.10.2 A.357-573
2ja2A02 3.90.800.10.1 A.76-195
1f3mA00 3.90.810.10.1 A.9-78
1nkqE00 3.90.850.10.7 E.2-257
3l7vA00 3.90.870.10.6 A.3-294
2faoA01 3.90.920.10.1 A.25-306
5gaeG01 3.90.930.12.7 G.2-82
6qklB02 3.90.930.12.8 B.86-185
4aybK00 3.90.940.10.3 K.11-94
1u14A00 3.90.950.10.7 A.1-169
2z0xA00 3.90.960.10.2 A.2-158
4lw4D00 3.90.1010.10.3 D.11-148
1s2oA02 3.90.1070.10.1 A.89-159
5ldqA00 3.90.1140.10.3 A.3-177
1fc4A02 3.90.1150.10.91 A.23-56,299-400
3f6tA01 3.90.1150.10.92 A.16-39,407-530
4qgrA02 3.90.1150.10.93 A.260-381
5m49A01 3.90.1150.10.94 A.3-57,317-436
3gjuA01 3.90.1150.10.95 A.1-68,349-458
3madA02 3.90.1150.10.96 A.78-108,372-471
3eucA01 3.90.1150.10.97 A.6-52,271-360
4zm3B01 3.90.1150.10.98 B.59-92,349-463
3bwnD01 3.90.1150.10.99 D.19-56,278-383
2qmaA02 3.90.1150.10.100 A.100-112,385-496
2po3A02 3.90.1150.10.101 A.245-395
3zrpA02 3.90.1150.10.102 A.264-382
4r5zA01 3.90.1150.10.103 A.2-36,264-354
4ix8A01 3.90.1150.10.104 A.51-86,336-444
1xi9B01 3.90.1150.10.105 B.10-57,300-403
2fyfA02 3.90.1150.10.106 A.294-398
3e9kA01 3.90.1150.10.107 A.6-79,353-460
3rq1D01 3.90.1150.10.108 D.5-76,316-414
3islA01 3.90.1150.10.109 A.12-16,287-409
1c7nA01 3.90.1150.10.110 A.1-62,288-389
4zm4D01 3.90.1150.10.111 D.13-76,332-437
3aowA01 3.90.1150.10.112 A.45-112,338-448
4eadA03 3.90.1170.30.1 A.337-433
2dsjA03 3.90.1170.30.2 A.324-415
5olnA03 3.90.1170.30.3 A.332-424
3fegA02 3.90.1200.10.11 A.95-118,132-372
5bylA02 3.90.1200.10.12 A.105-305
1ucsA00 3.90.1210.10.1 A.1-64
2fpqA00 3.90.1240.10.2 A.7-432
3lfrA02 3.90.1280.20.1 A.14-80
4n0hA00 3.90.1300.10.6 A.6-464
1qmeA01 3.90.1310.10.8 A.23-44,45-215,433-446
3vskA01 3.90.1310.10.9 A.1-42,183-273
1wdjA00 3.90.1570.10.2 A.2-187
5omvA03 3.90.1600.10.4 A.369-446,500-585
5ippC01 3.90.1640.10.2 C.18-218
5ko9A00 3.90.1680.10.1 A.2-271
3h41A03 3.90.1720.10.11 A.186-311
4fdyA02 3.90.1720.10.12 A.180-313
4a17N00 3.100.10.10.6 N.2-181
1xi7A00 4.10.40.20.4 A.6-52
2ysaA00 4.10.60.10.6 A.1-55
1kf6A04 4.10.80.40.4 A.543-577
1zpsA02 4.10.80.70.1 A.103-128
3h95A02 4.10.80.100.1 A.166-195
5kzwA01 4.10.110.10.1 A.1-50
5hobA00 4.10.170.10.1 A.3-47
5y5s100 4.10.220.20.1 1.4-59
1pyiA01 4.10.240.10.6 A.7-68
6crkG00 4.10.260.10.2 G.5-64
4f3lA01 4.10.280.10.9 A.19-95
4atiB00 4.10.280.10.10 B.25-96
4h10B00 4.10.280.10.11 B.4-66
