3h4jA03 1.10.8.10.29 A.276-331
4p32B00 3.40.50.300.57 B.1-230
5gvrA00 3.40.50.300.58 A.1-234
4tl9F00 3.40.50.300.59 F.18-248
1wmsA00 3.40.50.300.60 A.2-175
3lfuA03 3.40.50.300.61 A.280-381,541-645
5l3sB02 3.40.50.300.62 B.87-296
2pcjA00 3.40.50.300.63 A.2-224
2hf9A00 3.40.50.300.64 A.16-226
3lluA00 3.40.50.300.65 A.20-196
1oywA01 3.40.50.300.66 A.2-208
5l3sA02 3.40.50.300.67 A.92-298
2c95A00 3.40.50.300.68 A.1-195
5ck4A00 3.40.50.300.69 A.17-316
1qf9A00 3.40.50.300.70 A.1-194
3lfuA01 3.40.50.300.71 A.3-113,191-279
5bykA00 3.40.50.300.72 A.1-259
4kfuA00 3.40.50.300.73 A.2-206
5xktA00 3.40.50.300.74 A.2-200
1q0uB00 3.40.50.300.75 B.2-211
1oxxK01 3.40.50.300.76 K.1-244
1t6nA00 3.40.50.300.77 A.14-220
3czpB01 3.40.50.300.78 B.4-238
1nrjB00 3.40.50.300.79 B.10-218
2xb4A00 3.40.50.300.80 A.1-223
5ep2A01 3.40.50.300.81 A.2-174
2f6rA00 3.40.50.300.82 A.28-274
6if3B00 3.40.50.300.83 B.8-184
3b6eA00 3.40.50.300.84 A.18-216
3c8uA00 3.40.50.300.85 A.1-207
3d8bA01 3.40.50.300.86 A.57-250,335-357
1ye8A00 3.40.50.300.87 A.2-178
3vu9B00 3.40.50.300.88 B.3-213
1c4oA03 3.40.50.300.89 A.408-582
1lv7A01 3.40.50.300.90 A.1-180
4bzpA00 3.40.50.300.91 A.2-174
3zvlA02 3.40.50.300.92 A.232-416
5v2qA02 3.40.50.300.93 A.148-165,166-195,196-346
2vhjA01 3.40.50.300.94 A.1-41,104-300
3fgnD00 3.40.50.300.95 D.27-250
2o5vA01 3.40.50.300.96 A.2-118,295-358
2iwrA00 3.40.50.300.97 A.1-176
2y8eB00 3.40.50.300.98 B.9-175
1vecA00 3.40.50.300.99 A.1-206
4lpsA00 3.40.50.300.100 A.28-242
5xc5A00 3.40.50.300.101 A.5-171
2fsfB03 3.40.50.300.102 B.409-612
2p65A00 3.40.50.300.103 A.3-187
4ernA00 3.40.50.300.104 A.9-237
2ztsA00 3.40.50.300.105 A.8-246
3ch4B00 3.40.50.300.106 B.1-195
3io3A01 3.40.50.300.107 A.2-90,156-174,220-346
5de3A00 3.40.50.300.108 A.1-166
4qm6A00 3.40.50.300.109 A.1-171
1n0uA01 3.40.50.300.110 A.3-48,74-221,329-344
2rhmC00 3.40.50.300.111 C.1-190
4lv5B02 3.40.50.300.112 B.79-261
1wcv100 3.40.50.300.113 1.5-248
1nijA01 3.40.50.300.114 A.2-202
3c5hA00 3.40.50.300.115 A.11-255
4q7kA00 3.40.50.300.116 A.25-242
3wndA01 3.40.50.300.117 A.20-191
3bs4A00 3.40.50.300.118 A.2-254
3pqcB00 3.40.50.300.119 B.2-195
2v1xA01 3.40.50.300.120 A.16-235
2w0mA00 3.40.50.300.121 A.1-235
2d2eA00 3.40.50.300.122 A.2-245
4lj9A01 3.40.50.300.123 A.3-241
2cxxA00 3.40.50.300.124 A.2-185
1u0jA02 3.40.50.300.125 A.56-267
5ucvA00 3.40.50.300.126 A.10-209
4v0kB00 3.40.50.300.127 B.6-169
2fnaA01 3.40.50.300.128 A.1-208
1f6bB00 3.40.50.300.129 B.13-198
3vqtD02 3.40.50.300.130 D.39-64,128-292
5kutA00 3.40.50.300.131 A.1-180
3w5jA00 3.40.50.300.132 A.2-199
5h66A00 3.40.50.300.133 A.1-199
3t1oA00 3.40.50.300.134 A.4-195
4eunA00 3.40.50.300.135 A.28-200
2zj8A02 3.40.50.300.136 A.201-398
4a8jB00 3.40.50.300.137 B.2-232
3bc1A00 3.40.50.300.138 A.6-190
2z0mA01 3.40.50.300.139 A.1-191
2v1xA02 3.40.50.300.140 A.236-435
3crvA03 3.40.50.300.141 A.355-551
1ewqB05 3.40.50.300.142 B.542-761
3rnlA00 3.40.50.300.143 A.6-303
1tueD00 3.40.50.300.144 D.9-210
3e1sA02 3.40.50.300.145 A.149-343,554-571
3vaaA00 3.40.50.300.146 A.24-199
4rvcA00 3.40.50.300.147 A.2-241
2xauA02 3.40.50.300.148 A.39-270
4hutA00 3.40.50.300.149 A.1-191
1b0uA00 3.40.50.300.150 A.5-262
2cvhA01 3.40.50.300.151 A.7-220
5h8wA04 3.40.50.300.152 A.392-597
4ohxA02 3.40.50.300.153 A.86-317
2qu8A00 3.40.50.300.154 A.22-223
2r2aA00 3.40.50.300.155 A.5-194
2zj8A01 3.40.50.300.156 A.8-200
4zw2A02 3.40.50.300.157 A.146-329
1dg3A02 3.40.50.300.158 A.6-283
1g8pA01 3.40.50.300.159 A.18-216
5h66B00 3.40.50.300.160 B.1-181
5tv2A01 3.40.50.300.161 A.1-293
3ievA01 3.40.50.300.162 A.7-192
6bsxA00 3.40.50.300.163 A.3-172
1rifA02 3.40.50.300.164 A.91-282
6n4lA00 3.40.50.300.165 A.1-283
1g6hA00 3.40.50.300.166 A.4-257
5nt7B00 3.40.50.300.167 B.5-163
1tf5A03 3.40.50.300.168 A.400-601
5jajA01 3.40.50.300.169 A.9-208,491-551
3a4lB01 3.40.50.300.170 B.1-188
4v03A00 3.40.50.300.171 A.2-248
2vf7A01 3.40.50.300.172 A.11-102,381-499
3iijA00 3.40.50.300.173 A.6-180
2erxA00 3.40.50.300.174 A.2-172
5m04A02 3.40.50.300.175 A.179-358
2eyuA00 3.40.50.300.176 A.6-252
2xauA03 3.40.50.300.177 A.271-453
4ljyA02 3.40.50.300.178 A.266-467
1ji0A00 3.40.50.300.179 A.2-240
2obnA02 3.40.50.300.180 A.136-349
2ihyA00 3.40.50.300.181 A.4-276
1d2nA01 3.40.50.300.182 A.25-196
2c9oA01 3.40.50.300.183 A.9-118,247-365
5y4zA02 3.40.50.300.184 A.146-252,268-303
4wiaC00 3.40.50.300.185 C.5-230
3mgbA01 3.40.50.300.186 A.3-124,175-272
2vp4D00 3.40.50.300.187 D.12-210
1rz3A00 3.40.50.300.188 A.2-198
2ixeD01 3.40.50.300.189 D.14-254
1viaA00 3.40.50.300.190 A.5-165
2bbsB00 3.40.50.300.191 B.2-282
2zptX00 3.40.50.300.192 X.6-293
3fhtB01 3.40.50.300.193 B.8-235
3fvqA01 3.40.50.300.194 A.2-242
4zpxA01 3.40.50.300.195 A.20-122,180-320
2h92A00 3.40.50.300.196 A.3-218
5llbA00 3.40.50.300.197 A.24-263
2dbyA01 3.40.50.300.198 A.2-46,69-112,203-283
3h1tA03 3.40.50.300.199 A.360-589
1zd9A00 3.40.50.300.200 A.19-184
2gj8D00 3.40.50.300.201 D.1-172
3fkqA02 3.40.50.300.202 A.137-373
4y0aA00 3.40.50.300.203 A.1-179
4hziB00 3.40.50.300.204 B.32-290
1c4oA01 3.40.50.300.205 A.1-85,116-144,317-332,382-404
1d2mA01 3.40.50.300.206 A.2-110,111-145,311-408
2c9oB01 3.40.50.300.207 B.9-118,279-365
2r8rA00 3.40.50.300.208 A.3-211
5x4bA00 3.40.50.300.209 A.1-162
1g3qA00 3.40.50.300.210 A.1-237
2xzlA05 3.40.50.300.211 A.591-802
1e6cA00 3.40.50.300.212 A.1-170
4rz3A00 3.40.50.300.213 A.29-272
4p0tB00 3.40.50.300.214 B.20-175
3iuyA00 3.40.50.300.215 A.1-228
3vqtA01 3.40.50.300.216 A.20-38,66-127,293-407
2xzlA03 3.40.50.300.217 A.324-445,499-590
5jajA02 3.40.50.300.218 A.220-231,352-490
3dmnA00 3.40.50.300.219 A.3-172
3cbqA00 3.40.50.300.220 A.22-190
3czpA02 3.40.50.300.221 A.239-497
2iw3A03 3.40.50.300.222 A.424-568,569-642
3i5xA01 3.40.50.300.223 A.55-301
4hseA02 3.40.50.300.224 A.197-395
1m7bA00 3.40.50.300.225 A.6-184
4a4zA01 3.40.50.300.226 A.9-214
2o0jA02 3.40.50.300.227 A.85-338
2pl3A00 3.40.50.300.228 A.1-234
3defA00 3.40.50.300.229 A.6-250
4kv9A00 3.40.50.300.230 A.40-306
3wp0A00 3.40.50.300.231 A.7-187
3k9gA00 3.40.50.300.232 A.26-267
4dcuA02 3.40.50.300.233 A.189-372
1yrbA01 3.40.50.300.234 A.1-258
5bq5B00 3.40.50.300.235 B.3-189
3ld9A00 3.40.50.300.236 A.19-221
3oiyB01 3.40.50.300.237 B.2-222
1htwA00 3.40.50.300.238 A.1-158
3h2yA01 3.40.50.300.239 A.56-225
3c5cB00 3.40.50.300.240 B.20-186
1yqtA01 3.40.50.300.241 A.24-274
3uanB00 3.40.50.300.242 B.13-269
1vplA00 3.40.50.300.243 A.14-251
3bosB01 3.40.50.300.244 B.12-173
3fwyA00 3.40.50.300.245 A.47-314
2xj4A00 3.40.50.300.246 A.4-273
4ydsA00 3.40.50.300.247 A.1-226
4b3xA02 3.40.50.300.248 A.69-240
5x40A00 3.40.50.300.249 A.13-292
3cwqA00 3.40.50.300.250 A.2-206
1f2uA00 3.40.50.300.251 A.1-149
1in4A01 3.40.50.300.252 A.17-180
3crvA01 3.40.50.300.253 A.1-192,301-354
1g41A01 3.40.50.300.254 A.2-109,245-333
1fnnA02 3.40.50.300.255 A.19-192
3dkpA00 3.40.50.300.256 A.1-242
4crwB00 3.40.50.300.257 B.6-163
2e87A02 3.40.50.300.258 A.162-356
2ykgA01 3.40.50.300.259 A.7-224
5di3B00 3.40.50.300.260 B.2-205
3kjhA00 3.40.50.300.261 A.1-254
5wriB00 3.40.50.300.262 B.43-315
2vliB00 3.40.50.300.263 B.4-176
3nwjA00 3.40.50.300.264 A.32-241
4cvnA00 3.40.50.300.265 A.11-189
4a15A01 3.40.50.300.266 A.5-86,168-225,366-409
4ko8A03 3.40.50.300.267 A.201-370
1t9hA02 3.40.50.300.268 A.75-239
3ea0A00 3.40.50.300.269 A.3-242
1pjrA01 3.40.50.300.270 A.3-115,194-282
4b3fX03 3.40.50.300.271 X.440-646
1yqtA02 3.40.50.300.272 A.275-537
5lc9A00 3.40.50.300.273 A.21-276
2dy1A01 3.40.50.300.274 A.6-280
5he9A00 3.40.50.300.275 A.1-168
1f2uB00 3.40.50.300.276 B.4-148
2jaqA00 3.40.50.300.277 A.1-201
2iw3A04 3.40.50.300.278 A.643-766,876-979
2gzaB02 3.40.50.300.279 B.129-350
1nlfA00 3.40.50.300.280 A.2-275
4blpB00 3.40.50.300.281 B.34-303
3hr7B00 3.40.50.300.282 B.7-168
2i4iA01 3.40.50.300.283 A.2-241
1c9kB00 3.40.50.300.284 B.1-180
1xtiA02 3.40.50.300.285 A.226-389
2qtfA03 3.40.50.300.286 A.179-356
6ff8A00 3.40.50.300.287 A.3-181
3p26A01 3.40.50.300.288 A.5-256
3i5xA02 3.40.50.300.289 A.302-561
2reoA01 3.40.50.300.290 A.49-295
4xjxA03 3.40.50.300.291 A.271-461
1ihuA01 3.40.50.300.292 A.309-582
2pjzA00 3.40.50.300.293 A.1-261
3l43C00 3.40.50.300.294 C.46-296
1w5sA02 3.40.50.300.295 A.26-215
4nphA01 3.40.50.300.296 A.2-270
4f92B08 3.40.50.300.297 B.1119-1324
1nktA03 3.40.50.300.298 A.428-645
4kbfA02 3.40.50.300.299 A.208-365
2ocaA03 3.40.50.300.300 A.296-503
1z6tA02 3.40.50.300.301 A.108-284
3igfA01 3.40.50.300.302 A.2-295
4a4zA02 3.40.50.300.303 A.215-511
2zm5B01 3.40.50.300.304 B.10-118,191-311
2gksB03 3.40.50.300.305 B.365-546
2vl7A03 3.40.50.300.306 A.348-540
1cr2A00 3.40.50.300.307 A.1-277
2fshB01 3.40.50.300.308 B.5-220,367-408
4zo4A00 3.40.50.300.309 A.3-203
2pt7A02 3.40.50.300.310 A.136-322
1njgA01 3.40.50.300.311 A.11-184
2fwrA03 3.40.50.300.312 A.258-456
3o8bA04 3.40.50.300.313 A.364-521
4gbmA00 3.40.50.300.314 A.29-311
4ag6A01 3.40.50.300.315 A.3-82,223-386
1zd1B00 3.40.50.300.316 B.18-284
2r44A02 3.40.50.300.317 A.29-195
4zkdA01 3.40.50.300.318 A.7-270
2fh5B00 3.40.50.300.319 B.8-214
5dcaA09 3.40.50.300.320 A.1126-1335
1khtB00 3.40.50.300.321 B.2-192
3p4xB02 3.40.50.300.322 B.222-329,334-410
2yweA01 3.40.50.300.323 A.1-187
2pt5B00 3.40.50.300.324 B.2-168
4ejsA00 3.40.50.300.325 A.5-305
4q4lA02 3.40.50.300.326 A.100-368
2orwB01 3.40.50.300.327 B.2-136
1kgdA01 3.40.50.300.328 A.3-34,98-180
3fdiB00 3.40.50.300.329 B.5-199
3crmA01 3.40.50.300.330 A.3-212,297-323
3b85A00 3.40.50.300.331 A.4-208
2gedA00 3.40.50.300.332 A.3-192
3kb2A00 3.40.50.300.333 A.2-172
1svmA03 3.40.50.300.334 A.147-299
1pujA01 3.40.50.300.335 A.12-179
2vl7A01 3.40.50.300.336 A.9-195,306-346
5hciC00 3.40.50.300.337 C.1-257
4nl4H03 3.40.50.300.338 H.199-394
1z5zB01 3.40.50.300.339 B.27-37,91-248
4oi4A02 3.40.50.300.340 A.111-350
4a8jF00 3.40.50.300.341 F.12-280
3a8tA01 3.40.50.300.342 A.38-183,295-339
1a5tA01 3.40.50.300.343 A.1-167
3vkwA03 3.40.50.300.344 A.299-446
3l82B00 3.40.50.300.345 B.4-224
3mgbB00 3.40.50.300.346 B.35-319
1um8A01 3.40.50.300.347 A.5-271
1gvnD00 3.40.50.300.348 D.2-272
5x7kB00 3.40.50.300.349 B.1-241
3o8bA03 3.40.50.300.350 A.215-363
1ly1A00 3.40.50.300.351 A.1-152
3u4qB03 3.40.50.300.352 B.279-375,580-700
3nbxX01 3.40.50.300.353 X.5-223
5dcaA10 3.40.50.300.354 A.1336-1537
5mtvA02 3.40.50.300.355 A.46-270
3lw7A00 3.40.50.300.356 A.2-178
2chgA01 3.40.50.300.357 A.4-160
4f92B02 3.40.50.300.358 B.53-280
3llmA01 3.40.50.300.359 A.11-235
4f92B01 3.40.50.300.360 B.32-52,281-488
3tr0A01 3.40.50.300.361 A.5-37,98-205
2xgjB01 3.40.50.300.362 B.54-259
1ko7A02 3.40.50.300.363 A.130-288
3h1tA02 3.40.50.300.364 A.158-359
4w7sA02 3.40.50.300.365 A.278-463
3rc3A03 3.40.50.300.366 A.143-301
2g0tA02 3.40.50.300.367 A.158-350
3vkwA02 3.40.50.300.368 A.157-298
4qrhB01 3.40.50.300.369 B.5-40,101-209
2r6aB02 3.40.50.300.370 B.167-441
2nq2D00 3.40.50.300.371 D.1-252
1zunB01 3.40.50.300.372 B.16-238
2ozeA00 3.40.50.300.373 A.15-298
1qhxA00 3.40.50.300.374 A.1-178
2z0mA02 3.40.50.300.375 A.192-331
3tvtA02 3.40.50.300.376 A.98-128,190-279
4finB02 3.40.50.300.377 B.286-540
4a8jA00 3.40.50.300.378 A.2-351
3vkgA10 3.40.50.300.379 A.1602-1672,1673-1811
2bdtA00 3.40.50.300.380 A.2-176
2a5yC01 3.40.50.300.381 C.109-290
1knxE02 3.40.50.300.382 E.134-309
3kb1A01 3.40.50.300.383 A.4-241
1texA00 3.40.50.300.384 A.23-287
1w4rA01 3.40.50.300.385 A.19-150
1q44A00 3.40.50.300.386 A.6-325
2qi9C00 3.40.50.300.387 C.2-249
1np6B01 3.40.50.300.388 B.5-51,85-173
1wp9A01 3.40.50.300.389 A.1-199
2vo1B00 3.40.50.300.390 B.22-295
3u4qA01 3.40.50.300.391 A.10-132,367-474
2f1rA00 3.40.50.300.392 A.3-162
3tszA03 3.40.50.300.393 A.177-390
4fw9A01 3.40.50.300.394 A.2-392
4nhoA01 3.40.50.300.395 A.20-299
2rkqA00 3.40.80.10.3 A.1-169
2xz4A00 3.40.80.10.4 A.9-173
1cfrA00 3.40.91.10.3 A.1-283
1dc1A01 3.40.91.10.4 A.5-38,127-323
3gr3A00 3.40.109.10.5 A.5-230
4dn2A00 3.40.109.10.6 A.17-207
3gagA00 3.40.109.10.7 A.1-206
3hoiA00 3.40.109.10.8 A.1-193
5bmnA01 3.40.120.10.4 A.21-167
1p5dX03 3.40.120.10.5 X.252-370
1tuoA03 3.40.120.10.6 A.263-379
2g84A01 3.40.140.10.6 A.11-183
2fr5A00 3.40.140.10.7 A.11-146
2hxvA01 3.40.140.10.8 A.7-159
5w83A00 3.40.140.10.9 A.3-177
2z3gB00 3.40.140.10.10 B.2-128
1q35A02 3.40.190.10.48 A.99-226,276-318
4ecfA01 3.40.190.10.49 A.2-79,202-261
1us5A01 3.40.190.10.50 A.17-108,248-313
4eqbA02 3.40.190.10.51 A.113-235,296-330
4jwoA01 3.40.190.10.52 A.58-141,285-341
4zs9A01 3.40.190.10.53 A.25-142,301-353
2vhaA01 3.40.190.10.54 A.3-111,208-279
4p0gA01 3.40.190.10.55 A.7-104,201-241
4euoA02 3.40.190.10.56 A.102-223
3cg3A01 3.40.190.10.57 A.6-93,261-320
4x9tA02 3.40.190.10.58 A.123-243
1ve4A01 3.40.190.10.59 A.1-93,177-206
3qufA01 3.40.190.10.60 A.27-133,300-348
4r6hA01 3.40.190.10.61 A.28-140,308-356
4ib2A01 3.40.190.10.62 A.6-93,199-252
4k3fA01 3.40.190.10.63 A.1-85,191-240
3ksxA01 3.40.190.10.64 A.25-108,209-239,274-313
3kbrA01 3.40.190.10.65 A.5-102,195-236
1jetA01 3.40.190.10.66 A.1-44,169-270,487-517
6cvaA01 3.40.190.10.67 A.1-80,190-241
4eqbA01 3.40.190.10.68 A.8-112,236-295
3c9hA02 3.40.190.10.69 A.134-261,337-354
4q5tA01 3.40.190.10.70 A.1-91,202-257
4z7eA01 3.40.190.10.71 A.24-126,231-293
6eyqA01 3.40.190.10.72 A.35-137,243-305
1pb7A01 3.40.190.10.73 A.4-143,252-292
4jwxA01 3.40.190.10.74 A.1-128,236-274
4wepA01 3.40.190.10.75 A.1-105,220-281
3vvfA01 3.40.190.10.76 A.20-120,219-260
1twyD02 3.40.190.10.77 D.103-237
4eq9A01 3.40.190.10.78 A.7-91,199-234
3l6gA01 3.40.190.10.79 A.1-82,189-256
3waeA02 3.40.190.10.80 A.118-244,299-330
4n13A01 3.40.190.10.81 A.11-87,225-265
3p7iA01 3.40.190.10.82 A.14-100,213-259
5ng9A02 3.40.190.10.83 A.110-218
4htgA01 3.40.190.10.84 A.10-110,212-232
4wxjB01 3.40.190.10.85 B.8-116,225-269
1ii5A01 3.40.190.10.86 A.1-94,188-226
1potA02 3.40.190.10.87 A.109-232,293-324
6hlyA02 3.40.190.10.88 A.124-242
3cvgA01 3.40.190.10.89 A.6-107,233-285
4gvoA02 3.40.190.10.90 A.79-199
2z8fA01 3.40.190.10.91 A.11-129,289-332
1al3A02 3.40.190.10.92 A.88-166,268-324
4yzzA02 3.40.190.10.93 A.154-239,297-324
6nioA01 3.40.190.10.94 A.5-84,197-235
2rciA00 3.40.198.10.2 A.8-195
2odiA01 3.40.210.20.1 A.2-70,149-186,224-238
1vhuA00 3.40.220.10.3 A.11-201
2acfD00 3.40.220.10.4 D.4-182
5ailB00 3.40.220.10.5 B.1-186
4c24A00 3.40.225.10.3 A.1-211
2z7bA00 3.40.225.10.4 A.34-270
1eu1A02 3.40.228.10.1 A.147-366,579-604
2wlrA01 3.40.250.10.7 A.4-118
2wlrA03 3.40.250.10.8 A.264-411
5wqjA01 3.40.250.10.9 A.5-158
1e0cA02 3.40.250.10.10 A.145-271
1uarA02 3.40.250.10.11 A.144-285
2wlrA02 3.40.250.10.12 A.119-263
1uzbA02 3.40.309.10.4 A.290-479
4itaA02 3.40.309.10.5 A.233-422
1o04A02 3.40.309.10.6 A.271-460
2v3zA01 3.40.350.10.4 A.1-173
5mc1A01 3.40.350.10.5 A.1-180
4r60A01 3.40.350.10.6 A.4-165
2c2nA01 3.40.366.10.3 A.23-152,230-339
3qatA01 3.40.366.10.4 A.5-130,204-318
3edgA00 3.40.390.10.4 A.2-202
4wk7A00 3.40.390.10.5 A.5-220
1y93A00 3.40.390.10.6 A.2-159
2bkrA00 3.40.395.10.2 A.1-212
2z4uA01 3.40.420.10.2 A.1-177
4klxA00 3.40.430.10.3 A.19-179
1aoeA00 3.40.430.10.4 A.1-192
6at4A01 3.40.449.10.2 A.6-42,68-227
5fxdA03 3.40.462.10.2 A.239-471
2d3yA00 3.40.470.10.3 A.1-219
4i6nA00 3.40.532.10.2 A.2-230
1d02B00 3.40.580.10.2 B.3-202
1o04A01 3.40.605.10.4 A.8-270,461-500
3pqaB01 3.40.605.10.5 B.8-243,430-465
4itbA01 3.40.605.10.6 A.4-232,423-456
3b2yA00 3.40.630.10.30 A.3-274
4pxdA01 3.40.630.10.31 A.3-213,329-413
2v8hA01 3.40.630.10.32 A.27-246,363-457
1vheA01 3.40.630.10.33 A.5-76,167-369
2rb7A01 3.40.630.10.34 A.1-174,282-359
5k8pD01 3.40.630.10.35 D.1-205,337-425
3na6A00 3.40.630.10.36 A.3-330
2f7vA01 3.40.630.10.37 A.3-169,284-368
1xmbA01 3.40.630.10.38 A.16-194,313-407
2nsmA01 3.40.630.10.39 A.1-321
2hc9A02 3.40.630.10.40 A.156-490
2q4zA01 3.40.630.10.41 A.4-228,277-310
3varA01 3.40.630.10.42 A.28-118,268-496
4ewtA01 3.40.630.10.43 A.1-182,298-389
2bcoB01 3.40.630.10.44 B.4-19,21-342
2c1cA00 3.40.630.10.45 A.1-312
3gb0A01 3.40.630.10.46 A.1-177,290-373
1vhoA01 3.40.630.10.47 A.6-71,157-335
3kasA01 3.40.630.10.48 A.1-74,260-493
1q7lA00 3.40.630.10.49 A.7-198
1yloA01 3.40.630.10.50 A.3-69,152-348
4q7aA01 3.40.630.10.51 A.5-165,273-364
2qyvA01 3.40.630.10.52 A.6-182,399-487
4mmoA01 3.40.630.10.53 A.1-179,347-437
1cg2A01 3.40.630.10.54 A.4-191,302-392
3io1A01 3.40.630.10.55 A.3-225,342-435
4axvA00 3.40.630.10.56 A.1-241
3k9tA01 3.40.630.10.57 A.1-67,165-356
2wyrA01 3.40.630.10.58 A.2-65,157-332
4zwvA01 3.40.640.10.17 A.3-255
4a6rB02 3.40.640.10.18 B.68-342
5u23D01 3.40.640.10.19 D.14-123,130-265
4hvkA02 3.40.640.10.20 A.13-253
4uhoA02 3.40.640.10.21 A.89-368
2fnuA01 3.40.640.10.22 A.1-245
5g4iA02 3.40.640.10.23 A.71-332
4itxA01 3.40.640.10.24 A.5-258
2q7wA02 3.40.640.10.25 A.45-315
2jisB02 3.40.640.10.26 B.135-382
6d0aA02 3.40.640.10.27 A.79-316
2fyfA01 3.40.640.10.28 A.53-293
4ao9A02 3.40.640.10.29 A.105-343
1eluA02 3.40.640.10.30 A.29-292
3f0hA02 3.40.640.10.31 A.28-293
3kgwA02 3.40.640.10.32 A.35-283
1es5A00 3.40.710.10.9 A.3-262
2j9oD01 3.40.710.10.10 D.14-276
4mllB00 3.40.710.10.11 B.1-251
1yqsA00 3.40.710.10.12 A.3-347
3vwnX01 3.40.710.10.13 X.57-132,233-392
5mozA00 3.40.710.10.14 A.1-247
3mzfA01 3.40.710.10.15 A.3-262
2wuqB00 3.40.710.10.16 B.1-313
3ty4B00 3.40.718.10.3 B.8-364
4ja8B00 3.40.718.10.4 B.3-408
2x98A01 3.40.720.10.5 A.1-312,386-430
4kavA00 3.40.720.10.6 A.1-334
3ed4C01 3.40.720.10.7 C.27-400,484-494
5hj9A00 3.40.800.10.2 A.14-324
1ry6A00 3.40.850.10.3 A.1-330
2zfiA00 3.40.850.10.4 A.4-352
6dftF00 3.40.910.10.2 F.7-329
3g2eB00 3.40.920.10.2 B.2-186
1hfeL03 3.40.950.10.2 L.149-200,290-380
3r3pB00 3.40.960.10.2 B.5-102
1di6A00 3.40.980.10.3 A.2-191
6fgcA01 3.40.980.10.4 A.2-24,181-338
3hlzB01 3.40.1000.10.3 B.1-140
3v7bA00 3.40.1000.10.4 A.5-151
3hh1A00 3.40.1010.10.2 A.3-115
5bq1A00 3.40.1050.10.3 A.1-209
3qy1A00 3.40.1050.10.4 A.6-220
2b3yA02 3.40.1060.10.2 A.240-367
2ahuA02 3.40.1080.10.3 A.283-529
3tu3B02 3.40.1090.10.2 B.127-401,437-496
2zxeA04 3.40.1110.10.2 A.389-599
3wwnA00 3.40.1160.10.4 A.1-269
2we5A00 3.40.1160.10.5 A.2-310
3k4oA00 3.40.1160.10.6 A.7-266
2o8bB01 3.40.1170.10.4 B.24-193
3zljB01 3.40.1170.10.5 B.26-124
3sgvA00 3.40.1180.10.2 A.17-238
4c12A02 3.40.1190.10.8 A.99-336
1e8cA02 3.40.1190.10.9 A.104-341
3nrsA01 3.40.1190.10.10 A.8-302
4bucA02 3.40.1190.10.11 A.110-313
1j6uA02 3.40.1190.10.12 A.101-309
2gc5A01 3.40.1190.10.13 A.1-298
1o5zA01 3.40.1190.10.14 A.10-305
1j9jA00 3.40.1210.10.2 A.1-247
3mc3A00 3.40.1260.10.3 A.4-134
2hy5B00 3.40.1260.10.4 B.5-136
4cndA01 3.40.1280.10.4 A.16-180
3n4jA00 3.40.1280.10.5 A.3-163
5o95A02 3.40.1280.10.6 A.77-245
1f08B00 3.40.1310.10.1 B.4-148
6gmhE01 3.40.1340.10.2 E.2-137
1ob8B00 3.40.1350.10.4 B.4-135
4qblE00 3.40.1350.10.5 E.1-145
4tkdC00 3.40.1350.10.6 C.9-135
2fcjB00 3.40.1360.10.1 B.2-119
1fs0G01 3.40.1380.10.2 G.45-174
4ziyA01 3.40.1390.10.4 A.15-101
3zm6A01 3.40.1390.10.5 A.1-80
2iu8C01 3.40.1390.10.6 C.23-126
2fa1A00 3.40.1410.10.2 A.2-160
3igzB02 3.40.1450.10.2 B.90-333
2gaxA00 3.40.1490.10.2 A.2-135
1rlhA02 3.40.1520.10.2 A.26-126
4goqA00 3.40.1530.20.1 A.3-110
3hm4A00 3.40.1550.10.1 A.4-156
4zlxA00 3.40.1620.10.3 A.1-47
2a6qA01 3.40.1620.10.4 A.1-43
2oyrA01 3.40.1630.10.2 A.2-56
1ogdA01 3.40.1650.10.2 A.8-128
5m1eA02 3.40.1670.10.2 A.360-477
2jliA00 3.40.1690.10.1 A.21-120
3c1yA01 3.40.1700.10.2 A.27-164
2gs5A01 3.40.1740.10.2 A.2-189
3w1oA00 3.40.1760.20.1 A.5-119
1vkmA00 3.40.1790.10.2 A.5-296
3goxA03 3.40.1800.10.2 A.119-199
1mnmA01 3.40.1810.10.2 A.28-99
4fvmA08 3.40.1820.20.1 A.772-861
2ayiA01 3.40.1830.10.2 A.3-177
2grgA01 3.40.1840.10.2 A.23-105
2qyuA03 3.40.1850.10.2 A.360-434
3hmsA00 3.50.4.10.2 A.11-101
1srvA00 3.50.7.10.3 A.1-145
1gmlA00 3.50.7.10.4 A.3-170
1n13B00 3.50.20.10.2 B.2-113
2olsA03 3.50.30.10.4 A.361-376,391-480
2hwgA01 3.50.30.10.5 A.2-18,149-229
2hi6A00 3.50.30.10.6 A.2-133
2rhqB03 3.50.40.10.2 B.199-400
2pyxA01 3.50.50.60.21 A.1-85,167-247,336-381
1d5tA01 3.50.50.60.22 A.1-59,226-296,389-433
1pn0A01 3.50.50.60.23 A.2-80,111-238,344-389
2jaeA01 3.50.50.60.24 A.3-50,238-315,422-488
1ryiA01 3.50.50.60.25 A.14-104,158-231,319-377
2jbvB01 3.50.50.60.26 B.1-46,210-309,385-402,467-530
5kxjA01 3.50.50.60.27 A.1-239,355-412
1b37A01 3.50.50.60.28 A.5-87,187-292,412-463
4pabA01 3.50.50.60.29 A.40-125,185-259,371-454
4ntdA01 3.50.50.60.30 A.23-145,256-340
