1h6uA01 1.10.8.390.1 A.1-43
3otiA01 3.40.50.2000.14 A.19-222,381-397
2qzsA01 3.40.50.2000.15 A.1-248,459-477
4fkzA01 3.40.50.2000.16 A.2-189,351-385
5i45A00 3.40.50.2000.17 A.5-199
4nesA01 3.40.50.2000.18 A.2-183,349-364
5lqdD01 3.40.50.2000.19 D.14-241,449-465
2vchA02 3.40.50.2000.20 A.256-451
3ia7A01 3.40.50.2000.21 A.3-215,383-402
3h4tA02 3.40.50.2000.22 A.202-365
5uofA02 3.40.50.2000.23 A.239-447
5jioA02 3.40.50.2000.24 A.252-460
2r60A02 3.40.50.2000.25 A.230-444
1xv5A02 3.40.50.2000.26 A.178-387
3wadB01 3.40.50.2000.27 B.1-227,400-418
6bk0A02 3.40.50.2000.28 A.255-446
2iw1A02 3.40.50.2000.29 A.170-355
3nb0D01 3.40.50.2000.30 D.22-290,619-659
2iw1A01 3.40.50.2000.31 A.2-169,356-371
4rifB01 3.40.50.2000.32 B.1-189,359-379
3uykA01 3.40.50.2000.33 A.1-197,375-387
4bfcA00 3.40.50.2000.34 A.23-215
4hlnA01 3.40.50.2000.35 A.116-396,608-633
5dldA02 3.40.50.2000.36 A.196-365
3otgA01 3.40.50.2000.37 A.18-223,391-408
4hwgA01 3.40.50.2000.38 A.8-193,356-384
3t5tA02 3.40.50.2000.39 A.268-455
2pq6A01 3.40.50.2000.40 A.8-165,210-273,460-480
1xv5A01 3.40.50.2000.41 A.1-177,388-401
5dxfB01 3.40.50.2000.42 B.18-302,510-528
1jg7A01 3.40.50.2000.43 A.1-166,333-349
5lqdA02 3.40.50.2000.44 A.242-448
4nesA02 3.40.50.2000.45 A.184-348
3c48A01 3.40.50.2000.46 A.19-216,407-438
3nb0B02 3.40.50.2000.47 B.291-382,467-618
2bfwA01 3.40.50.2000.48 A.12-200
3oy2A02 3.40.50.2000.49 A.161-392
3tsaA02 3.40.50.2000.50 A.198-374
3froA01 3.40.50.2000.51 A.1-220,415-439
3qhpA00 3.40.50.2000.52 A.1-159
3s28A03 3.40.50.2000.53 A.278-527,755-807
6gnfB02 3.40.50.2000.54 B.306-521
4relA02 3.40.50.2000.55 A.249-424
2x6rB01 3.40.50.2000.56 B.1-202,400-415
1jg7A02 3.40.50.2000.57 A.167-332
6d9tA01 3.40.50.2000.58 A.18-192,375-393
2qzsA02 3.40.50.2000.59 A.249-458
3otiA02 3.40.50.2000.60 A.223-380
4x7rA01 3.40.50.2000.61 A.1-81,202-309,479-493
2iyfB02 3.40.50.2000.62 B.220-383
3okpA01 3.40.50.2000.63 A.4-172,362-381
3okpA02 3.40.50.2000.64 A.173-361
4n9wA01 3.40.50.2000.65 A.4-174,352-377
2acvA02 3.40.50.2000.66 A.256-442
2xciA02 3.40.50.2000.67 A.186-372
4gywA05 3.40.50.2000.68 A.523-683
1f0kA02 3.40.50.2000.69 A.163-338
1f0kA01 3.40.50.2000.70 A.7-162,339-357
3q3eA03 3.40.50.2000.71 A.419-609
4n9wA02 3.40.50.2000.72 A.175-351
6d9tA02 3.40.50.2000.73 A.193-374
3rhzA01 3.40.50.2000.74 A.10-165,323-339
2f9fA00 3.40.50.2000.75 A.12-177
2x6qA02 3.40.50.2000.76 A.203-399
2o6lB00 3.40.50.2000.77 B.1-170
3c48B02 3.40.50.2000.78 B.217-406
2p6pA02 3.40.50.2000.79 A.200-363
1pswA02 3.40.50.2000.80 A.163-348
4pqgA03 3.40.50.2000.81 A.317-490
2gt1A01 3.40.50.2000.82 A.1-163
3wadA02 3.40.50.2000.83 A.228-399
2gt1A02 3.40.50.2000.84 A.164-323
4amgB01 3.40.50.2000.85 B.21-227,384-399
3rhzA02 3.40.50.2000.86 A.166-322
2iuyA02 3.40.50.2000.87 A.145-320
2hy7A02 3.40.50.2000.88 A.207-362
4g2tA01 3.40.50.2000.89 A.1-207,383-397
3otgA02 3.40.50.2000.90 A.224-390
5dxfA02 3.40.50.2000.91 A.303-509
3s28A04 3.40.50.2000.92 A.528-754
4x7rA03 3.40.50.2000.93 A.310-478
3hbmA02 3.40.50.2000.94 A.142-282
2iuyA01 3.40.50.2000.95 A.3-144,321-337
2x0dA02 3.40.50.2000.96 A.223-398
1pswA01 3.40.50.2000.97 A.2-151
2gj4A01 3.40.50.2000.98 A.1-474,802-824
4g2tA02 3.40.50.2000.99 A.208-382
4l22A01 3.40.50.2000.100 A.6-414,743-758
3tovA02 3.40.50.2000.101 A.164-348
3tovA01 3.40.50.2000.102 A.1-163
2jzcA00 3.40.50.2000.103 A.24-224
2dy0B00 3.40.50.2020.1 B.10-190
4p82A00 3.40.50.2020.2 A.2-181
1tc1A00 3.40.50.2020.3 A.4-187
5vogA00 3.40.50.2020.4 A.7-182
4rqaA00 3.40.50.2020.5 A.5-184
5bqpD00 3.40.50.2020.6 D.3-178
1y0bB01 3.40.50.2020.7 B.6-191
1l1qA00 3.40.50.2020.8 A.2-182
2yzkA00 3.40.50.2020.9 A.2-177
3lrtB01 3.40.50.2020.10 B.1-140,273-286
1fsgA00 3.40.50.2020.11 A.1-233
5hklB00 3.40.50.2020.12 B.1-189
1vchD00 3.40.50.2020.13 D.1-175
6nfeA01 3.40.50.2020.14 A.10-155,299-313
4qyiA00 3.40.50.2020.15 A.7-176
3m3hA00 3.40.50.2020.16 A.21-234
3n2lF00 3.40.50.2020.17 F.26-218
5hiaA00 3.40.50.2020.18 A.9-224
2xbuA00 3.40.50.2020.19 A.5-218
2wnsA00 3.40.50.2020.20 A.2-198
1v9sD00 3.40.50.2020.21 D.2-208
5vn4B00 3.40.50.2020.22 B.9-243
5xtkA00 3.40.50.2020.23 A.2-151
1xttB00 3.40.50.2020.24 B.2-216
3lrtA02 3.40.50.2020.25 A.141-272
1o57B02 3.40.50.2020.26 B.74-274
4pawB00 3.40.50.2020.27 B.23-218
6nfeB02 3.40.50.2020.28 B.156-298
4ohcC00 3.40.50.2020.29 C.10-230
5eswB00 3.40.50.2020.30 B.8-196
1wd5A01 3.40.50.2020.31 A.2-52,114-208
2e55A00 3.40.50.2020.32 A.1-208
1dqnA00 3.40.50.2020.33 A.1-230
1bd3A00 3.40.50.2020.34 A.20-243
6czfA02 3.40.50.2020.35 A.276-326,349-400,412-445
3s5jA02 3.40.50.2020.36 A.147-290
2c4kA01 3.40.50.2020.37 A.26-171,346-366
5t3oA02 3.40.50.2020.38 A.145-283
4fymF00 3.40.50.2020.39 F.8-260
1u9yA01 3.40.50.2020.40 A.1-141,276-284
3qw4B02 3.40.50.2020.41 B.254-453
1u9yA02 3.40.50.2020.42 A.142-275
4udxX02 3.40.50.2030.1 X.238-406
1gntA04 3.40.50.2030.2 A.378-550
4udxX03 3.40.50.2030.3 X.409-636
1oaoC02 3.40.50.2030.4 C.122-311
1gnlA03 3.40.50.2030.5 A.225-375
3cf4A02 3.40.50.2030.6 A.219-403,485-495
4jehA01 3.40.50.2060.1 A.18-146
4bx8A01 3.40.50.2060.2 A.2-143
4jc8A01 3.40.50.2060.3 A.7-142
3pukA01 3.40.50.2060.4 A.7-135
1mqsA01 3.40.50.2060.5 A.24-163
2fvyA01 3.40.50.2300.1 A.2-110,257-294
4gnrA02 3.40.50.2300.2 A.126-253,335-353
2fvyA02 3.40.50.2300.3 A.111-256,295-306
4etnA00 3.40.50.2300.4 A.34-181
4rv5A02 3.40.50.2300.5 A.152-284,374-395
3sg0A02 3.40.50.2300.6 A.145-279,369-385
5hkoA02 3.40.50.2300.7 A.135-268,300-315
3rofA00 3.40.50.2300.8 A.1-158
4pz0A02 3.40.50.2300.9 A.113-249,309-324
4kv7A02 3.40.50.2300.10 A.138-273,360-380
5ibqA02 3.40.50.2300.11 A.128-261,291-309
4wwhA01 3.40.50.2300.12 A.34-139,295-336
3ipcA02 3.40.50.2300.13 A.121-249,330-348
3d02A02 3.40.50.2300.14 A.106-243,289-303
3d02A01 3.40.50.2300.15 A.4-105,244-288
3lftA01 3.40.50.2300.16 A.1-116,234-266
3lftB02 3.40.50.2300.17 B.117-234,267-295
4rxuA01 3.40.50.2300.18 A.28-134,299-338
4lrqC00 3.40.50.2300.19 C.1-149
4rk4A02 3.40.50.2300.20 A.110-243,276-283
5ufhA02 3.40.50.2300.21 A.164-306,337-347
5hsgA02 3.40.50.2300.22 A.126-266,291-309
3vnbA00 3.40.50.2300.23 A.1-149
4ru1A02 3.40.50.2300.24 A.126-251,283-304
4wutA02 3.40.50.2300.25 A.132-264,295-313
5hkoA01 3.40.50.2300.26 A.33-134,269-299,316-346
2nt4A00 3.40.50.2300.27 A.2-127
5ibqA01 3.40.50.2300.28 A.23-127,262-290
1jx6A02 3.40.50.2300.29 A.157-287,317-336
1jf8A00 3.40.50.2300.30 A.2-131
4rxtA02 3.40.50.2300.31 A.108-246,277-295
4evqA02 3.40.50.2300.32 A.134-260,344-374
2vk2A02 3.40.50.2300.33 A.107-248,275-297
5jntA00 3.40.50.2300.34 A.7-160
4iilA01 3.40.50.2300.35 A.31-141,276-301
1jbeA00 3.40.50.2300.36 A.1-128
5lnnA00 3.40.50.2300.37 A.11-196
2vk2A01 3.40.50.2300.38 A.2-106,249-274
4irxA02 3.40.50.2300.39 A.110-251,277-295
4pz0A01 3.40.50.2300.40 A.4-112,250-308
4d74A00 3.40.50.2300.41 A.20-170
3ckmA02 3.40.50.2300.42 A.107-234,308-320
4rxtA01 3.40.50.2300.43 A.1-107,247-276
5hqjA02 3.40.50.2300.44 A.131-266,298-311
3om0A02 3.40.50.2300.45 A.122-249,270-280,354-375
3ctpA02 3.40.50.2300.46 A.156-283,316-325
4n03A02 3.40.50.2300.47 A.146-282,367-405
2driA02 3.40.50.2300.48 A.102-237,262-271
4f06A02 3.40.50.2300.49 A.122-259,339-371
4ry9A02 3.40.50.2300.50 A.111-252,283-302
3e3mA02 3.40.50.2300.51 A.170-302,337-348
4yo7A02 3.40.50.2300.52 A.147-284,309-326
4ru1A01 3.40.50.2300.53 A.17-125,252-282
5ix8A02 3.40.50.2300.54 A.121-252,292-318
4ry9A01 3.40.50.2300.55 A.6-110,253-282
2h3hA01 3.40.50.2300.56 A.1-103,236-280
8abpA01 3.40.50.2300.57 A.2-108,255-285
1k66A00 3.40.50.2300.58 A.1-149
3lopA02 3.40.50.2300.59 A.125-253,345-357
4kvfA02 3.40.50.2300.60 A.142-279,327-342
3n0xA02 3.40.50.2300.61 A.126-255,341-374
4ry8A01 3.40.50.2300.62 A.13-116,254-281,312-327
4rk5A01 3.40.50.2300.63 A.9-109,244-275
5ix8A01 3.40.50.2300.64 A.1-120,253-291
6ekgY00 3.40.50.2300.65 Y.3-123
3hv2A00 3.40.50.2300.66 A.6-141
4kqcA02 3.40.50.2300.67 A.113-272
4rweA02 3.40.50.2300.68 A.107-246,272-290
4irxA01 3.40.50.2300.69 A.1-109,252-276
3n0rA02 3.40.50.2300.70 A.158-281
4kqcA01 3.40.50.2300.71 A.1-112,273-319
3hs3A02 3.40.50.2300.72 A.106-231,260-271
3kyjB00 3.40.50.2300.73 B.11-145
4kzkA02 3.40.50.2300.74 A.143-289,320-337
5tqjA00 3.40.50.2300.75 A.13-136
1s8nA01 3.40.50.2300.76 A.11-142
3ckmA01 3.40.50.2300.77 A.3-106,235-307
4wwhA02 3.40.50.2300.78 A.140-294,337-362
3gybA02 3.40.50.2300.79 A.102-228,262-272
1jyeA02 3.40.50.2300.80 A.162-290,321-332
4yleA02 3.40.50.2300.81 A.143-279,307-315
3ctpA01 3.40.50.2300.82 A.60-155,284-315
3hsyA02 3.40.50.2300.83 A.107-241,347-374
3h75A02 3.40.50.2300.84 A.122-260
3f6cA00 3.40.50.2300.85 A.1-132
4xfkA02 3.40.50.2300.86 A.138-266,353-399
3td9A02 3.40.50.2300.87 A.132-260,344-365
1qkkA00 3.40.50.2300.88 A.4-143
5hsgA01 3.40.50.2300.89 A.25-125,267-290
4mptA02 3.40.50.2300.90 A.134-262,361-378
4zylB00 3.40.50.2300.91 B.6-149
2cwdA00 3.40.50.2300.92 A.2-151
5gotA00 3.40.50.2300.93 A.1-150
4iilA02 3.40.50.2300.94 A.142-275,302-344
4joqA02 3.40.50.2300.95 A.116-251,279-297
1gudA01 3.40.50.2300.96 A.1-110,250-278
3ksmA02 3.40.50.2300.97 A.104-243,267-276
3hutA02 3.40.50.2300.98 A.122-256,334-348
4m88A02 3.40.50.2300.99 A.125-255,346-357
4kvfA01 3.40.50.2300.100 A.29-141,280-326
4q7eA00 3.40.50.2300.101 A.5-129
4rk6B02 3.40.50.2300.102 B.110-241,273-285
2jbaA00 3.40.50.2300.103 A.2-126
4wzzA01 3.40.50.2300.104 A.51-156,298-353
3g85A01 3.40.50.2300.105 A.11-113,241-280
4kmrA01 3.40.50.2300.106 A.1-100,237-269
2qvgA00 3.40.50.2300.107 A.7-134
1r8jB01 3.40.50.2300.108 B.6-141,152-172
4p98A02 3.40.50.2300.109 A.125-244,283-317
4p98A01 3.40.50.2300.110 A.18-124,246-282
4yleA01 3.40.50.2300.111 A.30-142,280-303
5kc8A02 3.40.50.2300.112 A.130-265,376-409
4y9tA01 3.40.50.2300.113 A.26-127,272-314
3i45A02 3.40.50.2300.114 A.125-263,339-379
5vfaA01 3.40.50.2300.115 A.2-123
3h5lA02 3.40.50.2300.116 A.143-275,378-409
1i3cA00 3.40.50.2300.117 A.6-149
2r25B00 3.40.50.2300.118 B.1-133
4z4dA03 3.40.50.2300.119 A.412-581
4pyrA01 3.40.50.2300.120 A.1-105,226-298
2rjoA01 3.40.50.2300.121 A.3-117,253-286
2yhaA01 3.40.50.2300.122 A.5-143
4n0pA00 3.40.50.2300.123 A.12-145
5x5jA00 3.40.50.2300.124 A.10-129
4q6bA02 3.40.50.2300.125 A.126-256,341-354
2w42B01 3.40.50.2300.126 B.11-172
2fqxA01 3.40.50.2300.127 A.3-107,246-271
4hyeA01 3.40.50.2300.128 A.21-151
4rk0D01 3.40.50.2300.129 D.6-108,231-262
3hs3A01 3.40.50.2300.130 A.8-105,232-259
4olsA00 3.40.80.10.11 A.28-212
3bm3A00 3.40.91.80.1 A.2-260
2gb7D00 3.40.91.80.2 D.4-304
2iskA01 3.40.109.10.31 A.12-204
5j62B00 3.40.109.10.32 B.7-215
3eo7A01 3.40.109.10.33 A.6-27,299-511
3ek3A01 3.40.109.10.34 A.4-171
3qdlA00 3.40.109.10.35 A.1-210
2dkaB01 3.40.120.10.22 B.1-169
3i3wA01 3.40.120.10.23 A.3-153
4hjhA02 3.40.120.10.24 A.179-259
5uz0A02 3.40.140.20.1 A.236-382
1g8mB02 3.40.140.20.2 B.375-476,520-583
4ehiA02 3.40.140.20.3 A.223-378
1zczA03 3.40.140.20.4 A.338-464
2w7yA02 3.40.190.10.330 A.160-306,383-428
4ry1A02 3.40.190.10.331 A.114-286,354-411
3mwbA02 3.40.190.10.332 A.91-179
5bwjD02 3.40.190.10.333 D.89-186
3qslA01 3.40.190.10.334 A.28-115,228-345
6fccA02 3.40.190.10.335 A.116-197
2d5wA01 3.40.190.10.336 A.1-41,159-301,550-602
2w7yA01 3.40.190.10.337 A.38-158,307-382
4esxB01 3.40.190.10.338 B.2-89,200-310
3hhfA01 3.40.190.10.339 A.5-73,177-208
3up9A02 3.40.190.10.340 A.91-193
4aq4A02 3.40.190.10.341 A.126-287,365-418
3ix1A02 3.40.190.10.342 A.86-188
3i6vA02 3.40.190.10.343 A.93-176
4hcwA01 3.40.190.10.344 A.6-122,256-316
4kd5A02 3.40.190.10.345 A.87-192
4r6hA02 3.40.190.10.346 A.141-307,357-421
3cvgC01 3.40.190.10.347 C.79-107,233-285
3oxnA01 3.40.190.10.348 A.14-91,192-228
4c1uA02 3.40.190.10.349 A.135-303,372-413
1z7mF01 3.40.190.10.350 F.1-91,176-205
6dtqA02 3.40.190.10.351 A.117-276,347-392
3qufA02 3.40.190.10.352 A.134-299,349-411
4ab5A02 3.40.190.10.353 A.79-183
3onmA01 3.40.190.10.354 A.27-96,191-217
1uqwA01 3.40.190.10.355 A.23-33,183-257,484-509
3uorB02 3.40.190.10.356 B.145-298,373-424
3fzvD02 3.40.190.10.357 D.80-164,272-300
3ix1A01 3.40.190.10.358 A.1-85,189-301
2qmxA01 3.40.190.10.359 A.6-84,171-181
3h7mA02 3.40.190.10.360 A.97-190
3onmA02 3.40.190.10.361 A.97-190
2ozzA02 3.40.190.10.362 A.97-188
3uifA02 3.40.190.10.363 A.99-200
3luyA02 3.40.190.10.364 A.97-170
2z8fB02 3.40.190.10.365 B.130-288,333-411
2qmxA02 3.40.190.10.366 A.85-170
3fzvA03 3.40.190.10.367 A.166-271
5l9sB01 3.40.190.10.368 B.2-109,234-326
3k4uA02 3.40.190.10.369 A.91-189
2qmwA02 3.40.190.10.370 A.87-167
3oxnB02 3.40.190.10.371 B.92-191
3rqtA01 3.40.190.10.372 A.21-243,457-485
3i3vA02 3.40.190.10.373 A.127-285,336-397
2i49A01 3.40.190.10.374 A.32-126,241-407
3a09A02 3.40.190.10.375 A.133-310,400-490
4q0cA02 3.40.190.10.376 A.182-276
5d8nA01 3.40.220.10.21 A.13-200
3ij3A01 3.40.220.10.22 A.26-156
3sigA00 3.40.220.10.23 A.1-274
2phpB00 3.40.225.10.12 B.2-187
2iv2X03 3.40.228.10.7 X.138-332
3nhvC01 3.40.250.10.39 C.1-120
1yt8A03 3.40.250.10.40 A.264-354
1wv9A00 3.40.250.10.41 A.2-90
3gk5A00 3.40.250.10.42 A.3-102
1urhA02 3.40.250.10.43 A.149-268
4f3xA02 3.40.309.10.22 A.272-462
3k9dA02 3.40.309.10.23 A.223-407
4yweH02 3.40.309.10.24 H.259-451
3q6dA01 3.40.350.10.19 A.2-128
4rzyA01 3.40.350.10.20 A.9-207
2vz8B03 3.40.366.10.15 B.490-641,642-664,665-788
2uv8G02 3.40.366.10.16 G.142-316,425-557
2yhxA03 3.40.367.20.4 A.188-457
4l63A00 3.40.390.10.24 A.2-259
2ckiA00 3.40.390.10.25 A.1-262
3hbvP01 3.40.390.10.26 P.44-181
3khiA02 3.40.390.10.27 A.142-254
2g5xA01 3.40.420.10.10 A.1-172
4fbcA01 3.40.420.10.11 A.5-178
2gd9A01 3.40.430.10.20 A.9-185
3zpgA02 3.40.430.10.21 A.161-378
3rg9A00 3.40.430.10.22 A.23-240
2bvfA03 3.40.462.20.6 A.206-415
2ipiA02 3.40.462.20.7 A.246-493
2c2qA01 3.40.470.10.9 A.20-189
1r5lA03 3.40.525.10.5 A.80-225
4qgoA00 3.40.570.10.4 A.4-225
1dmuA00 3.40.600.20.1 A.1-299
4jbeB01 3.40.605.10.24 B.34-264,405-445
4jdcA01 3.40.605.10.25 A.21-314,513-563
4cbbA01 3.40.605.10.26 A.1-253
4i3vA01 3.40.605.10.27 A.15-258,463-487
1qsmD00 3.40.630.30.131 D.1-152
4fd5A00 3.40.630.30.132 A.7-222
3t9yA00 3.40.630.30.133 A.5-150
2fiaB00 3.40.630.30.134 B.1-159
2i00C01 3.40.630.30.135 C.9-145,295-301
1lrzA02 3.40.630.30.136 A.111-128,145-245,308-395
1xebA00 3.40.630.30.137 A.2-150
2hv2A03 3.40.630.30.138 A.135-283
4pswA02 3.40.630.30.139 A.113-141,160-263
1sqhA02 3.40.630.30.140 A.159-289
1ro5A01 3.40.630.30.141 A.4-190
4xnhB00 3.40.630.30.142 B.2-226
2atrA00 3.40.630.30.143 A.2-137
1yk3B00 3.40.630.30.144 B.12-207
2fl4A02 3.40.630.30.145 A.44-147
3dsbA01 3.40.630.30.146 A.5-105
2ft0A00 3.40.630.30.147 A.14-235
3efaA00 3.40.630.30.148 A.2-147
3ec4B00 3.40.630.30.149 B.5-228
1nslA00 3.40.630.30.150 A.1-180
3dnsA00 3.40.630.30.151 A.3-133
3lodA00 3.40.630.30.152 A.1-154
1u6mA00 3.40.630.30.153 A.2-190
4fd4A00 3.40.630.30.154 A.6-217
3iwgA02 3.40.630.30.155 A.125-264
3h4qA00 3.40.630.30.156 A.2-187
2ozgA01 3.40.630.30.157 A.9-69,78-132,289-292
2q04F00 3.40.630.30.158 F.6-208
1m32A02 3.40.640.10.109 A.16-261
4ixoA02 3.40.640.10.110 A.21-258
2o1bA02 3.40.640.10.111 A.80-300
4ix8A02 3.40.640.10.112 A.87-335
3eleA02 3.40.640.10.113 A.71-302
2x5dD02 3.40.640.10.114 D.52-291
3g0tA03 3.40.640.10.115 A.104-310
3wcoA02 3.40.640.10.116 A.24-286
3rq1A02 3.40.640.10.117 A.77-315
3jzlA02 3.40.640.10.118 A.52-265
2dgmA02 3.40.640.10.119 A.66-359
3fdbA02 3.40.640.10.120 A.55-271
1u08A02 3.40.640.10.121 A.45-284
3nraA02 3.40.640.10.122 A.72-299
3n75A02 3.40.640.10.123 A.130-424
4gb7A00 3.40.710.10.53 A.35-422
3udfA01 3.40.710.10.54 A.19-36,228-288,384-571,618-727
2wadA04 3.40.710.10.55 A.311-547,568-680
5cxwA00 3.40.710.10.56 A.1-380
3pbtA03 3.40.710.10.57 A.242-423
4p6bB00 3.40.710.10.58 B.4-389
2v2fF00 3.40.710.10.59 F.5-388
3uf6B00 3.40.718.10.10 B.5-290
4upiA01 3.40.720.10.23 A.28-526
3igzB01 3.40.720.10.24 B.4-89,334-552
1fsuA01 3.40.720.10.25 A.1-347,469-492
3pzlB00 3.40.800.10.13 B.13-305
5wgiA00 3.40.800.20.1 A.2-364
3vsjD00 3.40.830.10.4 D.1-299
2kinA00 3.40.850.10.10 A.1-238
1a6jB00 3.40.930.10.5 B.1-157
3bl4A02 3.40.970.30.1 A.77-124
3rfqC00 3.40.980.10.11 C.25-181
3bcyA00 3.40.1000.40.1 A.10-155
4h4dA03 3.40.1010.20.1 A.105-204
4h4dA01 3.40.1010.20.2 A.9-19,205-306
1o17D02 3.40.1030.10.6 D.72-149,182-343
3ucjA00 3.40.1050.10.10 A.6-227
1poiA01 3.40.1080.10.9 A.1-115,169-317
2kmxA00 3.40.1110.10.8 A.1-185
2rd5A00 3.40.1160.10.17 A.18-298
2va1B00 3.40.1160.10.18 B.16-256
5wm1A03 3.40.1170.60.3 A.62-133
6cstA03 3.40.1170.60.4 A.135-193
3mbhA00 3.40.1190.20.39 A.3-291
1v1aA00 3.40.1190.20.40 A.1-302
2abqA00 3.40.1190.20.41 A.2-306
2v78A00 3.40.1190.20.42 A.2-312
3pl2A01 3.40.1190.20.43 A.8-16,43-94,113-316
4gm6A00 3.40.1190.20.44 A.25-344
1l2lA01 3.40.1190.20.45 A.7-35,114-176,206-454
3drwB01 3.40.1190.20.46 B.23-35,118-177,215-472
3cpkA00 3.40.1230.10.3 A.7-147
1jx7A00 3.40.1260.10.11 A.2-117
3dcmX00 3.40.1280.10.25 X.1-188
3o7bA00 3.40.1280.10.26 A.26-241
4rg1A01 3.40.1280.10.27 A.6-116,199-305
1gz0B02 3.40.1280.10.28 B.87-253
4kw3A00 3.40.1310.20.5 A.6-271
4da2A02 3.40.1350.60.1 A.80-231
4dapA02 3.40.1350.60.2 A.81-234
2czrA01 3.40.1350.70.1 A.1-106
2ixsA02 3.40.1350.80.1 A.161-322
1q57G02 3.40.1360.10.7 G.74-199
3o58D00 3.40.1370.10.5 D.5-275
3me3C01 3.40.1380.20.4 C.34-61,405-550
3gg8C01 3.40.1380.20.5 C.16-35,374-511
3wsfA02 3.40.1390.30.2 A.107-223
1nmoA02 3.40.1390.30.3 A.97-218
4lflA00 3.40.1400.10.6 A.21-162
4u0wA02 3.40.1410.10.11 A.80-245
2pkhB01 3.40.1410.10.12 B.7-137
3cwxA00 3.40.1420.20.1 A.47-176
2wshB00 3.40.1440.40.1 B.2-138
2x9oA00 3.40.1500.20.2 A.7-241
1xkoB00 3.40.1550.10.7 B.1-159
3fm2A00 3.40.1570.10.5 A.3-135
2icgA00 3.40.1580.10.4 A.1-159
3hshE00 3.40.1620.70.1 E.1-55
2w0rA00 3.40.1690.10.7 A.12-133
4yivA01 3.50.4.10.13 A.11-41,231-349
1gmnB01 3.50.4.10.14 B.15-98
4aolE03 3.50.7.10.10 E.242-401
4cogA00 3.50.30.50.2 A.5-211
2b0aA00 3.50.30.50.3 A.1-186
1r61A00 3.50.30.50.4 A.1-205
3tlaA02 3.50.30.60.1 A.198-368
3oc4B01 3.50.50.60.146 B.2-116,241-322
3iwaA01 3.50.50.60.147 A.4-122,256-336
5ipyA02 3.50.50.60.148 A.172-271
1jnrA01 3.50.50.60.149 A.12-261,394-487,615-634
4dgkA01 3.50.50.60.150 A.1-41,53-83,213-275,456-492
3ef6A02 3.50.50.60.151 A.118-237
3lzwA02 3.50.50.60.152 A.128-246
1fl2A02 3.50.50.60.153 A.116-239
4ntcA02 3.50.50.60.154 A.130-253
2gv8A01 3.50.50.60.155 A.3-182,288-444
5j60B02 3.50.50.60.156 B.120-242
4usrA00 3.50.50.60.157 A.1-357
3qj4A01 3.50.50.60.158 A.1-44,113-187,301-341
5eowA00 3.50.50.60.159 A.28-399
4zn0A01 3.50.50.60.160 A.5-117,245-310
4fx9B01 3.50.50.60.161 B.5-39,65-114,247-328
5x6rB00 3.50.50.60.162 B.29-405
1sezA01 3.50.50.60.163 A.13-50,244-330,443-497
3fg2P02 3.50.50.60.164 P.112-237
2r9zA02 3.50.50.60.165 A.143-260
4hb9A01 3.50.50.60.166 A.1-379,381-390
4dolA01 3.50.70.10.3 A.11-65,94-194
2ex2A02 3.50.80.20.1 A.63-123,232-273
1bsmA02 3.55.40.20.3 A.84-201
1zzvA01 3.55.50.30.8 A.1-73
2m5jA00 3.55.50.30.9 A.1-107
3ngqA00 3.60.10.10.17 A.12-384
1i9zA00 3.60.10.10.18 A.1-345
2e7yB00 3.60.15.10.42 B.1-280
3kl7A00 3.60.15.10.43 A.16-235
2zwrB00 3.60.15.10.44 B.1-207
2az4A01 3.60.15.10.45 A.5-225,380-429
1vjnA00 3.60.15.10.46 A.7-220
1y44A00 3.60.15.10.47 A.2-307
5fmgA00 3.60.20.10.38 A.9-255
5fmgG00 3.60.20.10.39 G.8-244
5fmgK00 3.60.20.10.40 K.2-195
5fmgH00 3.60.20.10.41 H.1-247
5fmgN00 3.60.20.10.42 N.6-241
2qjcA00 3.60.21.10.33 A.8-249
5b8iA00 3.60.21.10.34 A.30-388
1uf3A00 3.60.21.10.35 A.2-228
1g5bB00 3.60.21.10.36 B.1-221
2dfjA00 3.60.21.10.37 A.2-268
3ke6B01 3.60.40.10.16 B.28-257
2j4oA00 3.60.40.10.17 A.16-371
3gvzA00 3.60.60.10.6 A.26-287
3it4A00 3.60.70.12.4 A.7-199
1mhmA00 3.60.90.10.4 A.2-265
3sdbA01 3.60.110.10.12 A.1-323
3ilvA01 3.60.110.10.13 A.4-280
3r75B01 3.60.120.10.7 B.9-399
2q4aA00 3.60.130.10.12 A.4-330
4fqdB02 3.65.10.10.11 B.33-261
3a1jC00 3.70.10.10.12 C.1-263
3a1jA00 3.70.10.10.13 A.2-266
1h70A00 3.75.10.10.11 A.1-255
4wp6A00 3.80.10.10.70 A.19-182
1h6uA02 3.80.10.10.71 A.44-205
4hq1A02 3.80.10.10.72 A.322-447
1xeuA01 3.80.10.10.73 A.1-180
3sb4A01 3.80.10.10.74 A.1-176
4k17B03 3.80.10.10.75 B.160-669
4lxrA02 3.80.10.10.76 A.585-773
3sb4A02 3.80.10.10.77 A.177-329
3ogkH02 3.80.10.10.78 H.53-589
3un9A01 3.80.10.10.79 A.75-299
2hr7B03 3.80.20.20.7 B.310-470
1rwjA00 3.90.10.10.12 A.1-81
1z1nX03 3.90.10.10.13 X.278-362,400-431
2b9sA03 3.90.15.10.3 A.233-432
2wr1C01 3.90.20.10.6 C.17-62,284-507
1db3A02 3.90.25.10.32 A.192-226,255-314,337-357
1n2sA02 3.90.25.10.33 A.162-184,221-264,281-298
