2z4sA02 1.10.8.60.51 A.264-335
3s6jA01 3.40.50.1000.96 A.5-20,90-224
3n28A01 3.40.50.1000.97 A.3-9,103-116,180-312
2om6A01 3.40.50.1000.98 A.2-16,96-233
4i9fB01 3.40.50.1000.99 B.9-80,193-268
2odaA00 3.40.50.1000.100 A.5-196
1rkuA01 3.40.50.1000.101 A.1-13,71-91,130-206
2oycA02 3.40.50.1000.102 A.90-214
3pgvB01 3.40.50.1000.103 B.21-100,207-285
2b0cA01 3.40.50.1000.104 A.6-22,89-204
3ib6C00 3.40.50.1000.105 C.3-180
4xpzA01 3.40.50.1000.106 A.4-165,229-281
2p11A01 3.40.50.1000.107 A.9-23,99-228
4uw9A01 3.40.50.1000.108 A.2-12,96-228
1swvA01 3.40.50.1000.109 A.5-23,102-260
5uj0A00 3.40.50.1000.110 A.1-144
1xviB01 3.40.50.1000.111 B.3-94,189-236
2feaA01 3.40.50.1000.112 A.3-17,79-100,138-228
1zjjA02 3.40.50.1000.113 A.69-185
4kn8A02 3.40.50.1000.114 A.96-191
4nv0A01 3.40.50.1000.115 A.13-65,148-311
1cqzA01 3.40.50.1000.116 A.4-219
2hx1A02 3.40.50.1000.117 A.83-204
1qyiA01 3.40.50.1000.118 A.2-14,211-380
2c4nA02 3.40.50.1000.119 A.71-174
4gxtA01 3.40.50.1000.120 A.5-63,222-385
2zg6B01 3.40.50.1000.121 B.2-16,94-217
1xpjA00 3.40.50.1000.122 A.1-124
4jdpA02 3.40.50.1000.123 A.107-204
2obbA00 3.40.50.1000.124 A.2-125
2x4dA02 3.40.50.1000.125 A.84-188
4fypB00 3.40.50.1000.126 B.36-256
5is2A03 3.40.50.1000.127 A.176-396
3gygC01 3.40.50.1000.128 C.1-122,209-283
2i33B00 3.40.50.1000.129 B.14-250
3ocuA00 3.40.50.1000.130 A.9-255
4i9fA02 3.40.50.1000.131 A.81-192
3shqA02 3.40.50.1000.132 A.92-316
4bbjA03 3.40.50.1000.133 A.406-434,555-660
4ohfA01 3.40.50.1000.134 A.5-31,185-325,418-447
4as2A01 3.40.50.1000.135 A.1-38,142-327
5ksdA03 3.40.50.1000.136 A.313-327,476-612
4ofzA02 3.40.50.1000.137 A.202-319,416-513
4ezeB00 3.40.50.1000.138 B.23-317
3zdbA01 3.40.50.1010.1 A.2-161
2qipA00 3.40.50.1010.2 A.5-165
5sv2A00 3.40.50.1010.3 A.2-136
2hwwB00 3.40.50.1010.4 B.1-180
1v96A00 3.40.50.1010.5 A.2-149
5hmmA01 3.40.50.1010.6 A.1-160,242-267
1w8iA00 3.40.50.1010.7 A.2-155
2h1cA00 3.40.50.1010.8 A.1-139
5ecdA00 3.40.50.1010.9 A.7-138
5k8jB00 3.40.50.1010.10 B.2-128
3dboB00 3.40.50.1010.11 B.20-150
1taqA01 3.40.50.1010.12 A.10-175
4mj7A00 3.40.50.1010.13 A.3-159
1o4wA00 3.40.50.1010.14 A.22-146
3h7iA01 3.40.50.1010.15 A.13-182,260-296
4chgA00 3.40.50.1010.16 A.1-133
3ix7A00 3.40.50.1010.17 A.3-133
2fe1A00 3.40.50.1010.18 A.26-155
1v8pF00 3.40.50.1010.19 F.15-158
1rxwA01 3.40.50.1010.20 A.3-219
4xgqA00 3.40.50.1010.21 A.1-132
5v07Z01 3.40.50.1010.22 Z.2-207
3i8oA01 3.40.50.1010.23 A.3-130
2wp8J01 3.40.50.1010.24 J.12-210
2hwyA00 3.40.50.1010.25 A.3-160
2lcqA01 3.40.50.1010.26 A.5-127
2mdtA00 3.40.50.1010.27 A.1-119
1cmwA01 3.40.50.1010.28 A.24-174
3a9sA01 3.40.50.1070.1 A.2-180
5cgqB01 3.40.50.1100.1 B.9-53,87-205
2v03A01 3.40.50.1100.2 A.1-34,154-294
1ve1A01 3.40.50.1100.3 A.1-33,155-302
5d84A01 3.40.50.1100.4 A.7-40,165-313
3v7nA03 3.40.50.1100.5 A.126-240,454-487
4ofxA01 3.40.50.1100.6 A.4-39,163-319
4airB01 3.40.50.1100.7 B.30-65,187-338
6hteB02 3.40.50.1100.8 B.12-72,108-233
5z5cC01 3.40.50.1100.9 C.10-43,165-317
5cgqB02 3.40.50.1100.10 B.54-86,206-391
3x44A01 3.40.50.1100.11 A.2-36,156-306
4negA02 3.40.50.1100.12 A.60-93,213-396
3pc3A01 3.40.50.1100.13 A.53-89,204-371
6am7B02 3.40.50.1100.14 B.48-81,201-384
4h27A01 3.40.50.1100.15 A.41-76,173-358
3ss7X02 3.40.50.1100.16 X.116-238
3v7nA02 3.40.50.1100.17 A.101-125,241-453
6c2zA02 3.40.50.1100.18 A.69-179
4d9bC01 3.40.50.1100.19 C.21-63,174-342
2v03A02 3.40.50.1100.20 A.35-140
5d84A02 3.40.50.1100.21 A.41-151
5i7wB01 3.40.50.1100.22 B.23-56,184-350
1vb3A03 3.40.50.1100.23 A.103-214,395-428
3l6bA01 3.40.50.1100.24 A.3-54,155-329
4airA02 3.40.50.1100.25 A.66-186
4h27A02 3.40.50.1100.26 A.78-172
1wkvA02 3.40.50.1100.27 A.79-127,228-383
2gn0B01 3.40.50.1100.28 B.19-69,167-338
4d9bA02 3.40.50.1100.29 A.64-172
1vb3A02 3.40.50.1100.30 A.82-102,215-394
3l6bA02 3.40.50.1100.31 A.55-154
1tzkC01 3.40.50.1100.32 C.1-45,165-338
4d9iA02 3.40.50.1100.33 A.76-194
5i7wA02 3.40.50.1100.34 A.57-170
1v71A02 3.40.50.1100.35 A.56-152
5xw3A02 3.40.50.1100.36 A.38-157
2pqmB01 3.40.50.1100.37 B.3-57,159-336
5ybwA01 3.40.50.1100.38 A.1-57,156-329
5c3uA02 3.40.50.1100.39 A.52-147
2zsjA02 3.40.50.1100.40 A.62-158
4qysA02 3.40.50.1100.41 A.112-232
1f2dA02 3.40.50.1100.42 A.66-167
1wkvA03 3.40.50.1100.43 A.128-227
4qysB01 3.40.50.1100.44 B.4-14,76-110,237-428
5z5cA02 3.40.50.1100.45 A.44-151
2zsjA01 3.40.50.1100.46 A.3-61,159-352
4d9kC01 3.40.50.1100.47 C.2-75,195-397
1j0aA02 3.40.50.1100.48 A.53-156
3iauB01 3.40.50.1100.49 B.29-90,185-362
1ve5C02 3.40.50.1100.50 C.50-143
3ss7X01 3.40.50.1100.51 X.6-115,239-442
1e5xB01 3.40.50.1100.52 B.17-161,264-434
1k7cA00 3.40.50.1110.1 A.1-233
1es9A00 3.40.50.1110.2 A.5-216
5hoeA00 3.40.50.1110.3 A.16-230
5tifA00 3.40.50.1110.4 A.3-184
4iyjA00 3.40.50.1110.5 A.2-212
5b5lA00 3.40.50.1110.6 A.1-207
2hsjD00 3.40.50.1110.7 D.1-214
5bn1A00 3.40.50.1110.8 A.1-218
2vptA00 3.40.50.1110.9 A.4-204
3slrA01 3.40.50.1110.10 A.3-219
5a4aA00 3.40.50.1110.11 A.1-208
2waoA02 3.40.50.1110.12 A.121-334
2apjD00 3.40.50.1110.13 D.20-260
2waaA02 3.40.50.1110.14 A.130-341
3milB00 3.40.50.1110.15 B.1-238
4lhsA02 3.40.50.1110.16 A.155-342
5malA00 3.40.50.1110.17 A.1-234
4i8iA00 3.40.50.1110.18 A.9-267
4xvhA02 3.40.50.1110.19 A.108-329
4m8kA00 3.40.50.1110.20 A.13-225
4q7qB00 3.40.50.1110.21 B.5-261
4h08A00 3.40.50.1110.22 A.1-200
4k7jA01 3.40.50.1110.23 A.26-84,208-374
2w9xA02 3.40.50.1110.24 A.137-361
4s1pA00 3.40.50.1110.25 A.2-184
3bzwF00 3.40.50.1110.26 F.20-266
1yzfA00 3.40.50.1110.27 A.1-195
1z8hA00 3.40.50.1110.28 A.17-218
3dc7A00 3.40.50.1110.29 A.18-230
2o14A02 3.40.50.1110.30 A.162-367
4devA02 3.40.50.1110.31 A.160-407
4rw0A00 3.40.50.1110.32 A.2-185
3skvA02 3.40.50.1110.33 A.185-384
4rshA00 3.40.50.1110.34 A.4-178
4q9aA00 3.40.50.1110.35 A.11-229
1zmbA01 3.40.50.1110.36 A.2-248
1escA00 3.40.50.1110.37 A.4-305
3kvnA01 3.40.50.1110.38 A.6-324
1o7jA01 3.40.50.1170.1 A.3-218
2p2dD01 3.40.50.1170.2 D.21-228
5ot0A01 3.40.50.1170.3 A.1-200
1zq1A02 3.40.50.1170.4 A.79-300
1q6zA02 3.40.50.1220.1 A.180-341
4kgdA02 3.40.50.1220.2 A.193-359
4bn4A01 3.40.50.1220.3 A.6-35,92-132,185-277
6eqsD01 3.40.50.1220.4 D.1-40,86-129,199-275
2vk8A02 3.40.50.1220.5 A.189-352
1d4oA00 3.40.50.1220.6 A.5-181
2nxwA02 3.40.50.1220.7 A.203-363
1m2kA01 3.40.50.1220.8 A.1-28,76-116,163-249
2pgnA02 3.40.50.1220.9 A.189-370
2vbfA02 3.40.50.1220.10 A.211-373
5tmaA02 3.40.50.1220.11 A.188-350
1q1aA01 3.40.50.1220.12 A.1-33,90-130,186-289
2c31A02 3.40.50.1220.13 A.195-353
4y6lA01 3.40.50.1220.14 A.5-38,95-135,190-292
1ytlA00 3.40.50.1220.15 A.17-174
5dx6B02 3.40.50.1220.16 B.209-377
4kxqA01 3.40.50.1220.17 A.3-37,95-133,191-281
5ahkA02 3.40.50.1220.18 A.214-381,570-585
2uz1A02 3.40.50.1220.19 A.184-363
2ihtA02 3.40.50.1220.20 A.196-359
4l2iA02 3.40.50.1220.21 A.208-340
5ej8A02 3.40.50.1220.22 A.212-337
6denA02 3.40.50.1220.23 A.275-454
3u31A01 3.40.50.1220.24 A.27-61,109-149,202-289
3clsD02 3.40.50.1220.25 D.190-319
6hoyA01 3.40.50.1220.26 A.20-127,184-279
2hjhB01 3.40.50.1220.27 B.3-62,115-155,243-347
3eyaA02 3.40.50.1220.28 A.178-333
2panA02 3.40.50.1220.29 A.215-381
2x7jA02 3.40.50.1220.30 A.221-402
1ovmA02 3.40.50.1220.31 A.187-356
3lq1A02 3.40.50.1220.32 A.210-382
1ybhA02 3.40.50.1220.33 A.196-368,563-582
6isoK00 3.40.50.1220.34 K.3-274
1e59A00 3.40.50.1240.1 A.2-240
3mbkA01 3.40.50.1240.2 A.1-243
2yn0A00 3.40.50.1240.3 A.2-259
4gpzB00 3.40.50.1240.4 B.2-236
3dcyA00 3.40.50.1240.5 A.1-269
3c7tA01 3.40.50.1240.6 A.4-242
4ij5A00 3.40.50.1240.7 A.1-211
3ntlB01 3.40.50.1240.8 B.3-19,47-130,251-389
3r7aB00 3.40.50.1240.9 B.8-235
3f3kA00 3.40.50.1240.10 A.3-263
4pzaB00 3.40.50.1240.11 B.2-218
1h2eA00 3.40.50.1240.12 A.1-207
4aruA01 3.40.50.1240.13 A.4-136,262-413
1bifA02 3.40.50.1240.14 A.248-468
1v37A00 3.40.50.1240.15 A.1-171
3mxoB00 3.40.50.1240.16 B.1-202
2gfiA02 3.40.50.1240.17 A.43-70,132-216,300-345,370-458
4hbzA00 3.40.50.1240.18 A.15-186
2qniA01 3.40.50.1240.19 A.2-213
2a6pA00 3.40.50.1240.20 A.9-201
3it3B00 3.40.50.1240.21 B.5-342
3f2iF00 3.40.50.1240.22 F.2-167
6e4bA00 3.40.50.1240.23 A.24-226
1ujcA00 3.40.50.1240.24 A.1-156
4aruA02 3.40.50.1240.25 A.137-261
3ntlA02 3.40.50.1240.26 A.20-46,131-250
3fjyA02 3.40.50.1240.27 A.183-354
3hjgA00 3.40.50.1240.28 A.4-205
3eozB01 3.40.50.1240.29 B.21-203
2rflH00 3.40.50.1240.30 H.5-169
1qwoA01 3.40.50.1240.31 A.51-440
1nd6A00 3.40.50.1240.32 A.1-342
4jocA00 3.40.50.1240.33 A.11-385
2wnhA00 3.40.50.1240.34 A.8-406
5cu7A00 3.40.50.1240.35 A.22-426
16pkA01 3.40.50.1260.1 A.1-188
2wzbA02 3.40.50.1260.2 A.195-403
2cunA02 3.40.50.1260.3 A.188-388
2cunA01 3.40.50.1260.4 A.1-187,389-405
4feyA02 3.40.50.1260.5 A.168-381
1fw8A01 3.40.50.1260.6 A.2-129,320-416
3lhiA00 3.40.50.1360.1 A.3-232
1vl1A00 3.40.50.1360.2 A.15-232
2bkxA00 3.40.50.1360.3 A.1-242
4tm7A00 3.40.50.1360.4 A.14-256
2o0mA00 3.40.50.1360.5 A.95-341
3kv1A00 3.40.50.1360.6 A.9-265
3efbC00 3.40.50.1360.7 C.12-265
2r5fA00 3.40.50.1360.8 A.6-263
4oqpA00 3.40.50.1360.9 A.9-262
4x84B01 3.40.50.1360.10 B.3-136,209-231
3nzeA00 3.40.50.1360.11 A.3-263
4l4yA00 3.40.50.1360.12 A.18-266
4r9nA00 3.40.50.1360.13 A.2-254
1y89A00 3.40.50.1360.14 A.2-238
2gnpA00 3.40.50.1360.15 A.4-265
3cssA00 3.40.50.1360.16 A.4-267
5uf2A01 3.40.50.1360.17 A.11-133,205-230
5hj5A00 3.40.50.1360.18 A.1-266
1lk5A01 3.40.50.1360.19 A.1-128,208-229
3d2yA01 3.40.80.10.9 A.27-177
2ewfA03 3.40.91.50.1 A.386-610
2p14A00 3.40.91.50.2 A.1-186
4qlxB00 3.40.109.10.21 B.10-219
3e10A00 3.40.109.10.22 A.3-168
2b67A00 3.40.109.10.23 A.5-204
5krdB00 3.40.109.10.24 B.6-224
2h0uA00 3.40.109.10.25 A.2-217
3na5A02 3.40.120.10.16 A.247-341
4hjhB01 3.40.120.10.17 B.8-158
1wqaA01 3.40.120.10.18 A.1-152
2nytD00 3.40.140.10.25 D.6-190
5cw6A00 3.40.140.10.26 A.3-166
4e0qA00 3.40.140.10.27 A.5-138
3g8qA01 3.40.140.10.28 A.1-113
5wjpA02 3.40.190.10.236 A.111-205
4ntlA02 3.40.190.10.237 A.90-195
3i3vB01 3.40.190.10.238 B.8-126,286-335
4lvqA02 3.40.190.10.239 A.132-280,295-311
3ksxA02 3.40.190.10.240 A.109-208
5tu0A01 3.40.190.10.241 A.6-115,270-343
5lomA02 3.40.190.10.242 A.121-211
2czlA02 3.40.190.10.243 A.80-172
4ef1A02 3.40.190.10.244 A.87-195
2b3fC02 3.40.190.10.245 C.121-275,347-391
3thiA02 3.40.190.10.246 A.109-255,329-362
3fxqB02 3.40.190.10.247 B.91-166,268-296
4p0gA02 3.40.190.10.248 A.105-200
3fd3A02 3.40.190.10.249 A.71-171
4x1bA03 3.40.190.10.250 A.339-425,583-679
1ii5A02 3.40.190.10.251 A.95-187
2qsxA01 3.40.190.10.252 A.19-87,186-215
1al3A01 3.40.190.10.253 A.167-267
3kosA01 3.40.190.10.254 A.11-80,178-210
1eljA02 3.40.190.10.255 A.117-263,337-379
3mz1B01 3.40.190.10.256 B.85-156,263-296
4i1dC01 3.40.190.10.257 C.3-106,229-300
3hn0A02 3.40.190.10.258 A.84-181
5ci5B02 3.40.190.10.259 B.138-298,367-413
3fxqA03 3.40.190.10.260 A.166-267
3c9hA01 3.40.190.10.261 A.16-133,262-336
6fthA01 3.40.190.10.262 A.25-147,335-419
3qslA02 3.40.190.10.263 A.116-226
4x6gE03 3.40.190.10.264 E.167-274
4c1uA01 3.40.190.10.265 A.18-134,304-371
4ryaA02 3.40.190.10.266 A.124-282,376-423
4zs9A02 3.40.190.10.267 A.143-300,354-408
5iaiA02 3.40.190.10.268 A.146-304,375-422
2pvuA02 3.40.190.10.269 A.127-224
1eu8A01 3.40.190.10.270 A.1-122,292-359
2dvzA02 3.40.190.10.271 A.116-239
2esnA02 3.40.190.10.272 A.94-177,277-305
2q88A02 3.40.190.10.273 A.100-201
3vxbA01 3.40.190.10.274 A.38-156,324-397
3un6A01 3.40.190.10.275 A.51-133,233-341
3mz1B02 3.40.190.10.276 B.158-262
2y7pA02 3.40.190.10.277 A.82-180
2qsxB02 3.40.190.10.278 B.88-185
4ryaA01 3.40.190.10.279 A.7-123,283-375
4h5gA02 3.40.190.10.280 A.102-196
4nmyA02 3.40.190.10.281 A.90-191
2vd3A01 3.40.190.10.282 A.1-91,183-215
3gpgA00 3.40.220.10.15 A.7-168
4d86A01 3.40.220.10.16 A.10-197
5fsvA00 3.40.220.10.17 A.14-262
3m4rA01 3.40.225.10.10 A.15-216
2e7zA03 3.40.228.10.5 A.144-332,551-566
3utnX02 3.40.250.10.29 X.180-327
2gwfC00 3.40.250.10.30 C.19-152
4f67A02 3.40.250.10.31 A.108-265
3k9rC00 3.40.250.10.32 C.3-108
2j6pA00 3.40.250.10.33 A.3-147
3ju8A02 3.40.309.10.16 A.252-442
4i9bA02 3.40.309.10.17 A.276-468
3k2wB02 3.40.309.10.18 B.260-453
2zsgA01 3.40.350.10.15 A.1-131
5e2cA00 3.40.350.10.16 A.2-131
2h1yB01 3.40.366.10.11 B.9-136,207-321
4ammA00 3.40.366.10.12 A.1-401
3f9mA01 3.40.367.20.2 A.9-64,221-447
3lmcA00 3.40.390.10.16 A.2-192
4on1A02 3.40.390.10.17 A.169-379
4dv8A03 3.40.390.10.18 A.302-526
4fxqA01 3.40.390.10.19 A.2-217
3ktzA01 3.40.420.10.6 A.1-168
3hisA01 3.40.420.10.7 A.1-176
2xw7A00 3.40.430.10.14 A.1-175
5eccA00 3.40.430.10.15 A.1-157
1cz3B00 3.40.430.10.16 B.1-168
1zr6A03 3.40.462.20.2 A.214-296,318-437
4pvkA03 3.40.462.20.3 A.228-305,333-431
1ui0A00 3.40.470.10.7 A.2-193
3hx3A02 3.40.525.10.3 A.123-304
4zg6A04 3.40.570.10.2 A.525-844
1azoA00 3.40.600.10.3 A.7-232
3szaA01 3.40.605.10.16 A.20-227,425-463
1euhA01 3.40.605.10.17 A.2-251,451-474
2w8nA01 3.40.605.10.18 A.8-260,452-487
3i44A01 3.40.605.10.19 A.22-272,464-497
2cy2A00 3.40.630.30.75 A.1-174
2qecA00 3.40.630.30.76 A.3-204
2dxqA00 3.40.630.30.77 A.4-150
5ib0A00 3.40.630.30.78 A.1-137
4ua3A00 3.40.630.30.79 A.2-194
4xnhC00 3.40.630.30.80 C.3-176
3mgdB00 3.40.630.30.81 B.3-154
3shpA00 3.40.630.30.82 A.5-171
2z10A00 3.40.630.30.83 A.1-188
5c82A00 3.40.630.30.84 A.8-190
2vi7C00 3.40.630.30.85 C.5-170
4bmhA00 3.40.630.30.86 A.56-259
5icwB00 3.40.630.30.87 B.3-182
3eo4D00 3.40.630.30.88 D.3-164
1z4eA00 3.40.630.30.89 A.4-153
3igrA00 3.40.630.30.90 A.2-184
2ge3A00 3.40.630.30.91 A.6-169
3fixA00 3.40.630.30.92 A.19-183
3d8pB00 3.40.630.30.93 B.3-162
3i9sA00 3.40.630.30.94 A.23-183
2r1iA01 3.40.630.30.95 A.24-153
1iicA01 3.40.630.30.96 A.1-173
4m85C00 3.40.630.30.97 C.3-185
1ufhA00 3.40.630.30.98 A.26-180
3p2hA00 3.40.630.30.99 A.1-194
2d4pA00 3.40.630.30.100 A.1-130
1vkcA01 3.40.630.30.101 A.10-148
2i00A02 3.40.630.30.102 A.146-294,397-406
2o0rA02 3.40.640.10.79 A.40-281
1fg7A01 3.40.640.10.80 A.54-258
6blgA01 3.40.640.10.81 A.4-252
2aeuA02 3.40.640.10.82 A.37-253
3n5mA02 3.40.640.10.83 A.68-341
4y0hA02 3.40.640.10.84 A.72-366
2cb1A01 3.40.640.10.85 A.1-277
1wyuA02 3.40.640.10.86 A.79-340
1v72A02 3.40.640.10.87 A.21-260
3cq5A02 3.40.640.10.88 A.55-275
3ke3A02 3.40.640.10.89 A.14-272
1svvA01 3.40.640.10.90 A.15-264
4cvqA02 3.40.640.10.91 A.79-320
2x3lB02 3.40.640.10.92 B.33-264,371-382
3op7A02 3.40.640.10.93 A.58-271
4ewfA00 3.40.710.10.39 A.8-275
5tgfD00 3.40.710.10.40 D.7-339
1vqqB04 3.40.710.10.41 B.305-643
1ei5A01 3.40.710.10.42 A.16-336
2efxF00 3.40.710.10.43 F.9-361
4ztkA00 3.40.710.10.44 A.14-312
3i7jA00 3.40.710.10.45 A.2-274
3lxyA00 3.40.718.10.8 A.4-332
4uopA02 3.40.720.10.17 A.50-361
5g2uA00 3.40.720.10.18 A.22-486
1o98A02 3.40.720.10.19 A.3-76,313-510
1xfkA00 3.40.800.10.9 A.10-333
4g3hC00 3.40.800.10.10 C.1-311
3bczA00 3.40.830.10.2 A.1-293
6njeA00 3.40.850.10.8 A.14-348
5sy8O00 3.40.930.10.3 O.5-159
3bsuA00 3.40.970.10.1 A.3-50
4twgC00 3.40.980.10.9 C.5-161
4ouhC00 3.40.1000.30.1 C.3-154
2zvbA01 3.40.1010.10.9 A.2-132
1wyzA01 3.40.1010.10.10 A.2-121
2dsjA02 3.40.1030.10.4 A.68-323,416-423
3eyxA00 3.40.1050.10.8 A.12-216
2hj0A02 3.40.1080.10.7 A.243-487
2yj6A02 3.40.1110.10.6 A.42-136
3zzhC00 3.40.1160.10.13 C.14-301
2akoA00 3.40.1160.10.14 A.2-251
1ywyA00 3.40.1170.40.1 A.1-74
3m7gA01 3.40.1170.50.1 A.3-10,75-129
3kd6A00 3.40.1190.20.23 A.3-302
4wjmA00 3.40.1190.20.24 A.1-312
1esjA00 3.40.1190.20.25 A.1-284
2rbcA00 3.40.1190.20.26 A.28-333
2qhpA00 3.40.1190.20.27 A.3-296
3ewmA00 3.40.1190.20.28 A.2-305
6ilsA00 3.40.1190.20.29 A.1-312
2nwhA00 3.40.1190.20.30 A.3-314
2cyjA00 3.40.1230.10.1 A.1-117
1l1sA00 3.40.1260.10.9 A.3-113
1o6dA00 3.40.1280.10.17 A.3-149
2i6dA02 3.40.1280.10.18 A.97-257
3aiaA00 3.40.1280.10.19 A.7-206
3onpA00 3.40.1280.10.20 A.3-161
6h8oA00 3.40.1310.20.3 A.1-95
1r0vA01 3.40.1350.10.19 A.62-138
2ostD00 3.40.1350.10.20 D.3-150
4f0qA02 3.40.1350.10.21 A.265-456
4oc8A02 3.40.1350.10.22 A.217-388
3ve5A03 3.40.1360.10.5 A.73-194
5oomF00 3.40.1370.10.3 F.45-294
5dn6G02 3.40.1380.10.6 G.27-248
6b6uB01 3.40.1380.20.1 B.7-36,380-525
2iojA00 3.40.1390.20.2 A.7-126
3l2bA02 3.40.1390.20.3 A.69-184
3sgwA00 3.40.1400.10.4 A.27-184
3eetB02 3.40.1410.10.7 B.99-267
2nwiB00 3.40.1410.10.8 B.3-162
4ps6A00 3.40.1420.10.1 A.1-130
1mk0A00 3.40.1440.10.2 A.1-97
1txnA00 3.40.1500.10.2 A.2-270
1xkrA00 3.40.1550.10.5 A.1-205
2ph0B00 3.40.1570.10.3 B.2-163
3d5pA00 3.40.1580.10.2 A.1-133
2v4bA02 3.40.1620.60.1 A.222-299
2vt1B00 3.40.1690.10.5 B.1-81
5eokA02 3.50.4.10.9 A.90-179
5eokA01 3.50.4.10.10 A.1-89
3p9dA03 3.50.7.10.8 A.220-380
4yn3A02 3.50.30.30.10 A.221-355
3i6sA03 3.50.30.30.11 A.231-360
3k4iC01 3.50.30.40.1 C.12-182
2pcnA00 3.50.30.40.2 A.1-161
4zcdB01 3.50.50.60.104 B.3-42,111-179,287-330
1ju2A01 3.50.50.60.105 A.9-146,192-297,367-389,457-521
3c96A01 3.50.50.60.106 A.4-39,121-180,295-366
2gmhA01 3.50.50.60.107 A.20-106,141-235,340-418
3vrdB02 3.50.50.60.108 B.117-255
3cgbA01 3.50.50.60.109 A.38-69,96-149,282-363
1kdgA01 3.50.50.60.110 A.6-136,192-309,408-424,476-546
3kd9A02 3.50.50.60.111 A.112-241,325-443
5u8uA02 3.50.50.60.112 A.159-280
4up3A02 3.50.50.60.113 A.122-247
2gqwA02 3.50.50.60.114 A.114-236
3h8lA01 3.50.50.60.115 A.2-114,266-357
2cduA02 3.50.50.60.116 A.41-60,115-245
2h88A01 3.50.50.60.117 A.10-256,361-439
1y56B01 3.50.50.60.118 B.2-83,143-219,312-375
2iidA02 3.50.50.60.119 A.35-64,242-318,446-486
1y56A02 3.50.50.60.120 A.103-219,311-396,474-492
5ipyA01 3.50.50.60.121 A.3-171,272-447
1xdiA01 3.50.50.60.122 A.2-156,276-344
1mo9A02 3.50.50.60.123 A.87-131,197-244,270-311
4n9xA01 3.50.50.60.124 A.2-186,271-398
5wkrA01 3.50.70.10.1 A.1-58,88-192
4nbiB00 3.50.80.10.3 B.1-160
1ix9A02 3.55.40.20.1 A.90-205
3gr5A01 3.55.50.30.4 A.4-88
2w16B01 3.55.50.30.5 B.1-93
1vybA00 3.60.10.10.13 A.3-238
4fvaC00 3.60.10.10.14 C.6-256
3aj3A00 3.60.15.10.30 A.2-274
5evkA00 3.60.15.10.31 A.4-269
4fekB00 3.60.15.10.32 B.5-256
6n9iA00 3.60.15.10.33 A.22-297
3iekA01 3.60.15.10.34 A.1-195,378-431
4yslA00 3.60.15.10.35 A.1-294
2advC01 3.60.20.10.28 C.1-47,114-171,195-241,427-484
1ct9A01 3.60.20.10.29 A.1-192
1q15A01 3.60.20.10.30 A.2-206
1q5qH00 3.60.20.10.31 H.1-224
1g3kA00 3.60.20.10.32 A.1-173
1nnwB00 3.60.21.10.23 B.1-252
4fbwB01 3.60.21.10.24 B.10-306
1hp1A01 3.60.21.10.25 A.1-328
6hwrA02 3.60.21.10.26 A.117-424
3c9fA01 3.60.21.10.27 A.5-327
5f1mA00 3.60.40.10.12 A.12-265
3zt9A00 3.60.40.10.13 A.2-193
2hf0A00 3.60.60.10.4 A.1-316
3n2wD00 3.60.70.12.2 D.1-371
3ep6A00 3.60.90.10.2 A.1-259
3ivzA00 3.60.110.10.8 A.2-262
4f4hB01 3.60.110.10.9 B.3-280
5kckA00 3.60.120.10.5 A.1-449
5j92B00 3.60.130.10.10 B.10-299
2pqcA01 3.65.10.10.9 A.1-22,237-445
3fdsD00 3.70.10.10.8 D.1-245
4tr6A02 3.70.10.10.9 A.141-206,247-380
2aafB01 3.75.10.10.9 B.6-71,157-418
2xwtC00 3.80.10.10.50 C.3-236
2v9tB00 3.80.10.10.51 B.1-210
6f4jA00 3.80.10.10.52 A.1-175
5b0nA00 3.80.10.10.53 A.1-224
4ezgA00 3.80.10.10.54 A.7-191
4fhoB00 3.80.10.10.55 B.5-231
4im6A00 3.80.10.10.56 A.8-205
3zyiA01 3.80.10.10.57 A.44-349
2z81A00 3.80.10.10.58 A.1-549
4arnA00 3.80.10.10.59 A.1-277
2ahxA01 3.80.20.20.5 A.2-195
2cvcA02 3.90.10.10.8 A.149-257
2cvcA03 3.90.10.10.9 A.271-345,381-419
1k4tA03 3.90.15.10.1 A.259-413
1htmD00 3.90.20.10.4 D.3-125
2vrbA02 3.90.25.10.22 A.140-174,198-262,272-285
2pk3A02 3.90.25.10.23 A.188-225,253-287,305-321
1i24A02 3.90.25.10.24 A.220-277,305-388
2c5aA02 3.90.25.10.25 A.104-113,146-162,204-249,272-310,325-348
4wokA02 3.90.25.10.26 A.183-231,263-335
3u04A00 3.90.45.10.5 A.3-187
3ge3E00 3.90.56.10.1 E.2-103
5chtB00 3.90.70.10.37 B.6-324
4k7cA01 3.90.70.10.38 A.53-446
3ihpA03 3.90.70.10.39 A.338-633,794-853
1df0A02 3.90.70.10.40 A.210-354
4czwA01 3.90.70.10.41 A.1-404
3zuaA01 3.90.70.10.42 A.12-142
1ukfA00 3.90.70.20.1 A.1-188
4ze8A02 3.90.76.10.9 A.38-155
2azwA00 3.90.79.10.38 A.2-148
3fjyA01 3.90.79.10.39 A.3-182
2fmlA02 3.90.79.10.40 A.36-199
3bhoA01 3.90.79.10.41 A.16-208
3o69A00 3.90.79.10.42 A.2-191
3i9xA00 3.90.79.10.43 A.23-179
3f6aA00 3.90.79.10.44 A.3-152
1ktgA00 3.90.79.10.45 A.2-138
3q46A00 3.90.80.10.1 A.1-178
