1oaiA00 1.10.8.10.1 A.1-59
3bkwB00 3.40.50.150.17 B.25-243
1o9gA01 3.40.50.150.18 A.2-101,145-250
3ou2A00 3.40.50.150.19 A.3-218
4necC01 3.40.50.150.20 C.21-246
5f2kB02 3.40.50.150.21 B.27-157,184-217,254-288,354-367
3frhA02 3.40.50.150.22 A.59-252
3ntvA00 3.40.50.150.23 A.22-231
4qdjA00 3.40.50.150.24 A.2-230
2xvmA00 3.40.50.150.25 A.2-199
1i1nA00 3.40.50.150.26 A.2-225
4mtlA00 3.40.50.150.27 A.37-244
4dmgA03 3.40.50.150.28 A.175-385
3futA01 3.40.50.150.29 A.5-203
3cc8A00 3.40.50.150.30 A.20-230
3mq2A00 3.40.50.150.31 A.4-218
5zw4A00 3.40.50.150.32 A.2-217
2ih2A01 3.40.50.150.33 A.21-243
4gekA00 3.40.50.150.34 A.32-261
4yuyB02 3.40.50.150.35 B.77-301
6i6mA02 3.40.50.150.36 A.144-393
3pfgA01 3.40.50.150.37 A.10-155,215-250
2as0A03 3.40.50.150.38 A.179-395
2avdA00 3.40.50.150.39 A.11-229
4x1oA00 3.40.50.150.40 A.25-243
3dmgA02 3.40.50.150.41 A.180-373
4lg1B00 3.40.50.150.42 B.9-223
3e23A00 3.40.50.150.43 A.7-204
3p2eA00 3.40.50.150.44 A.2-216
5ciyA01 3.40.50.150.45 A.1-186,285-327
3lccA00 3.40.50.150.46 A.13-228
2b9eA02 3.40.50.150.47 A.87-301
2wk1A00 3.40.50.150.48 A.34-282
3mb5A02 3.40.50.150.49 A.63-255
1mjfB02 3.40.50.150.50 B.56-279
3g89B00 3.40.50.150.51 B.1-249
2p7iA00 3.40.50.150.52 A.23-247
3ujcA00 3.40.50.150.53 A.9-266
1o54A02 3.40.50.150.54 A.82-275
4pioB01 3.40.50.150.55 B.6-13,59-199,289-323
1g8aA02 3.40.50.150.56 A.52-227
3l8dA00 3.40.50.150.57 A.32-233
6fdfA01 3.40.50.150.58 A.10-186,317-334
4htfA00 3.40.50.150.59 A.32-280
1xtpA01 3.40.50.150.60 A.34-249
1dl5A01 3.40.50.150.61 A.1-201
3ofkA00 3.40.50.150.62 A.3-206
3orhD00 3.40.50.150.63 D.18-236
3ftdA01 3.40.50.150.64 A.8-184
2wa2A00 3.40.50.150.65 A.13-255
1ej0A00 3.40.50.150.66 A.1-180
1fp2A02 3.40.50.150.67 A.104-352
1vl5C00 3.40.50.150.68 C.23-253
1g60B00 3.40.50.150.69 B.1-256
2cmgA02 3.40.50.150.70 A.52-262
3gdhA00 3.40.50.150.71 A.22-232
6c8rB02 3.40.50.150.72 B.34-165,197-231,271-302,356-371
3ckkA01 3.40.50.150.73 A.14-228
6c5bA02 3.40.50.150.74 A.93-341
2ozvA01 3.40.50.150.75 A.24-242
2h00B00 3.40.50.150.76 B.8-253
5ccbA02 3.40.50.150.77 A.73-289
4gc5A01 3.40.50.150.78 A.10-238
3uzuA01 3.40.50.150.79 A.18-210
2efjA02 3.40.50.150.80 A.21-163,196-229,264-295,365-379
2b78A03 3.40.50.150.81 A.173-385
4kdrA00 3.40.50.150.82 A.16-223
3egvA02 3.40.50.150.83 A.63-254
4rwzA00 3.40.50.150.84 A.1-216
5hoqC00 3.40.50.150.85 C.7-257
3k0bA02 3.40.50.150.86 A.172-226,258-384
2jjqA02 3.40.50.150.87 A.78-127,272-425
5ezqA02 3.40.50.150.88 A.150-333
3dmgA01 3.40.50.150.89 A.3-179
3douA00 3.40.50.150.90 A.4-184
1dusA00 3.40.50.150.91 A.1-194
3e05B00 3.40.50.150.92 B.4-195
2yqzA01 3.40.50.150.93 A.2-146,170-203,249-262
5ftwA02 3.40.50.150.94 A.66-256
3a27A00 3.40.50.150.95 A.27-272
3giwA00 3.40.50.150.96 A.16-277
1uwvA02 3.40.50.150.97 A.88-127,265-431
1yb2A00 3.40.50.150.98 A.26-275
2p8jA00 3.40.50.150.99 A.3-209
4krgA01 3.40.50.150.100 A.13-261
4fsdA01 3.40.50.150.101 A.50-285
2fhpA00 3.40.50.150.102 A.3-185
3gruA01 3.40.50.150.103 A.30-206
1yzhB00 3.40.50.150.104 B.9-214
1ve3A00 3.40.50.150.105 A.2-227
3jwgA00 3.40.50.150.106 A.12-211
2plwA00 3.40.50.150.107 A.2-199
5xncA02 3.40.50.150.108 A.115-346
4fzvA02 3.40.50.150.109 A.134-359
3e8sA00 3.40.50.150.110 A.8-227
3ll7A02 3.40.50.150.111 A.79-274
3uwpA02 3.40.50.150.112 A.143-362
3g7uA01 3.40.50.150.113 A.2-152,162-183,353-369
3cvoA00 3.40.50.150.114 A.5-202
6aieA00 3.40.50.150.115 A.1-185
3c3pA00 3.40.50.150.116 A.1-210
5x7fA00 3.40.50.150.117 A.31-235
3sm3A00 3.40.50.150.118 A.18-229
3kkzB00 3.40.50.150.119 B.12-261
2r6zB02 3.40.50.150.120 B.56-254
6dcbA00 3.40.50.150.121 A.31-308
2r3sA03 3.40.50.150.122 A.122-335
5fa8A00 3.40.50.150.123 A.3-158
5dm2A00 3.40.50.150.124 A.1-265
4ymhD00 3.40.50.150.125 D.2-235
3fzgA00 3.40.50.150.126 A.1-198
3m33A00 3.40.50.150.127 A.8-218
1ne2B00 3.40.50.150.128 B.5-200
3ssmC02 3.40.50.150.129 C.180-402
3ccfA00 3.40.50.150.130 A.41-278
3gnlA01 3.40.50.150.131 A.5-169
1wznA01 3.40.50.150.132 A.1-146,210-251
4azsA01 3.40.50.150.133 A.17-235
1af7A02 3.40.50.150.134 A.81-274
3grzB00 3.40.50.150.135 B.3-197
4m7rA00 3.40.50.150.136 A.12-191
3me5A02 3.40.50.150.137 A.88-306,422-468
4hg2B01 3.40.50.150.138 B.20-137,162-193,238-255
5fcdA00 3.40.50.150.139 A.29-267
6qmmA02 3.40.50.150.140 A.59-281
3h2bB00 3.40.50.150.141 B.1-196
5h02A02 3.40.50.150.142 A.55-187,239-283
3qv2A01 3.40.50.150.143 A.8-189,310-327
3c6kB03 3.40.50.150.144 B.188-381
3mczA02 3.40.50.150.145 A.106-351
1vlmA00 3.40.50.150.146 A.7-219
2ip2A02 3.40.50.150.147 A.89-334
3v97B04 3.40.50.150.148 B.484-703
4rv9A02 3.40.50.150.149 A.65-265
3thrA02 3.40.50.150.150 A.39-176,244-293
2qy6A01 3.40.50.150.151 A.11-247
2igtA01 3.40.50.150.152 A.15-41,110-330
4aukA03 3.40.50.150.153 A.176-357
5epeA00 3.40.50.150.154 A.2-248
1m6yA01 3.40.50.150.155 A.10-115,221-296
3g5tA00 3.40.50.150.156 A.1-299
1xxlA00 3.40.50.150.157 A.6-239
3lpmA01 3.40.50.150.158 A.12-249
1i9gA02 3.40.50.150.159 A.68-231,248-267
3gjyA00 3.40.50.150.160 A.21-298
2a14A00 3.40.50.150.161 A.5-261
4pneA00 3.40.50.150.162 A.23-302
1nv8A02 3.40.50.150.163 A.88-284
3cggA00 3.40.50.150.164 A.10-195
6qe0A00 3.40.50.150.165 A.1-283
4c08A01 3.40.50.150.166 A.53-193
4qtuB00 3.40.50.150.167 B.12-202
3eeyA00 3.40.50.150.168 A.3-197
3dtnA01 3.40.50.150.169 A.3-151,189-226
1l3iA00 3.40.50.150.170 A.2-186
5eehC03 3.40.50.150.171 C.181-305,330-373
3d2lC01 3.40.50.150.172 C.3-138,202-243
2zigA00 3.40.50.150.173 A.21-291
3fpfA00 3.40.50.150.174 A.2-265
2nxcA03 3.40.50.150.175 A.102-254
4pwyA00 3.40.50.150.176 A.1-263
3k6rA02 3.40.50.150.177 A.87-278
3tm4A02 3.40.50.150.178 A.190-370
3m6uB02 3.40.50.150.179 B.91-393
2fpoC00 3.40.50.150.180 C.12-194
3ggdA00 3.40.50.150.181 A.3-245
4obxA00 3.40.50.150.182 A.23-257
2p35A01 3.40.50.150.183 A.8-133,165-193,241-259
3tmaA02 3.40.50.150.184 A.174-354
2f8lA02 3.40.50.150.185 A.100-341
3mggB01 3.40.50.150.186 B.18-146,173-197,261-270
3ihtA00 3.40.50.150.187 A.12-174
3dliA00 3.40.50.150.188 A.12-232
3bt7A01 3.40.50.150.189 A.1-47,193-369
4mikA00 3.40.50.150.190 A.26-280
2pjdA02 3.40.50.150.191 A.159-335
1uirA02 3.40.50.150.192 A.56-311
4c4aA01 3.40.50.150.193 A.27-176
1eg2A00 3.40.50.150.194 A.36-314
2dpmA01 3.40.50.150.195 A.10-64,168-284
1jsxA00 3.40.50.150.196 A.1-207
2py6A03 3.40.50.150.197 A.210-409
1u2zA02 3.40.50.150.198 A.214-275,301-418
2o57D00 3.40.50.150.199 D.30-297
2uyoA00 3.40.50.150.200 A.14-310
3ocjA00 3.40.50.150.201 A.3-305
2yx1A03 3.40.50.150.202 A.157-336
1ri5A00 3.40.50.150.203 A.41-292
2o57A02 3.40.50.150.204 A.58-192,207-233,294-296
3bkxA00 3.40.50.150.205 A.3-275
4m37A01 3.40.50.150.206 A.24-168
3q87B00 3.40.50.150.207 B.1-164
4f85A00 3.40.50.150.208 A.75-320
4gqbA02 3.40.50.150.209 A.300-466
4c4aA03 3.40.50.150.210 A.370-513
2gs9A01 3.40.50.150.211 A.10-211
1l1eB00 3.40.50.150.212 B.16-287
1zkdA02 3.40.50.150.213 A.51-161,221-247,277-299,344-354
2zfuA02 3.40.50.150.214 A.53-213
3g2mA02 3.40.50.150.215 A.67-191,253-291
4dcmA02 3.40.50.150.216 A.177-368
5fwaA01 3.40.50.150.217 A.108-255
3merA00 3.40.50.150.218 A.16-197
3lstA02 3.40.50.150.219 A.102-348
2avnA00 3.40.50.150.220 A.7-258
2yxdA00 3.40.50.150.221 A.5-183
3vywA02 3.40.50.150.222 A.44-281
3v97A02 3.40.50.150.223 A.170-212,257-392
3hm2A00 3.40.50.150.224 A.6-177
4dcmA01 3.40.50.150.225 A.3-176
4guaA02 3.40.50.150.226 A.154-345,503-518
5gm2K01 3.40.50.150.227 K.52-289
4xcxA00 3.40.50.150.228 A.13-249
1y8cA01 3.40.50.150.229 A.1-143,204-246
2g1pB01 3.40.50.150.230 B.3-56,157-270
5ynmA00 3.40.50.150.231 A.1-293
4kigA02 3.40.50.150.232 A.180-357
5cm2Z00 3.40.50.150.233 Z.4-198
3egeA00 3.40.50.150.234 A.13-259
1vbfA00 3.40.50.150.235 A.1-224
2qrvA01 3.40.50.150.236 A.16-180,253-295
3evzA01 3.40.50.150.237 A.40-221
1jqeA00 3.40.50.150.238 A.13-292
3bzbB00 3.40.50.150.239 B.29-265
4lwoE01 3.40.50.150.240 E.22-181
5yx2B00 3.40.50.150.241 B.1-202
2pjdA01 3.40.50.150.242 A.3-158
4a6dA02 3.40.50.150.243 A.95-347
1yf3A01 3.40.50.150.244 A.1-51,147-259
3busB00 3.40.50.150.245 B.26-273
3ubtA01 3.40.50.150.246 A.1-142,155-172,312-328
3dh0B00 3.40.50.150.247 B.4-193
1qamA01 3.40.50.150.248 A.10-134,149-180
1v39A00 3.40.50.150.249 A.16-312
3iv6A01 3.40.50.150.250 A.3-151,217-259
3dp7A03 3.40.50.150.251 A.166-289,316-355
3gu3A01 3.40.50.150.252 A.1-130,165-192,268-276
1x19A02 3.40.50.150.253 A.175-300,326-359
3hnrA00 3.40.50.150.254 A.24-216
3o7wA00 3.40.50.150.255 A.13-294
4hh4C01 3.40.50.150.256 C.19-171,232-274
2bm8B02 3.40.50.150.257 B.65-234
1i4wA01 3.40.50.150.258 A.16-262
1ws6A00 3.40.50.150.259 A.1-171
3i9fB00 3.40.50.150.260 B.2-170
5hfjC00 3.40.50.150.261 C.1-231
5c1iA00 3.40.50.150.262 A.1-250
3lkdA02 3.40.50.150.263 A.195-476
3htxD03 3.40.50.150.264 D.701-941
3b5iB01 3.40.50.150.265 B.26-234,268-301,364-374
4qvgA02 3.40.50.150.266 A.140-281,300-344
6ifwA01 3.40.50.150.267 A.11-197
3x0dA03 3.40.50.150.268 A.356-489
5gutA02 3.40.50.150.269 A.140-158,409-644,831-869
2b3tA02 3.40.50.150.270 A.85-276
2dulA01 3.40.50.150.271 A.3-318
1p91B00 3.40.50.150.272 B.2-269
4dkjA01 3.40.50.150.273 A.6-256,349-393
2okcA02 3.40.50.150.274 A.128-434
3ufbA02 3.40.50.150.275 A.171-495
2ob1A00 3.40.50.150.276 A.1-319
3ua3A02 3.40.50.150.277 A.333-533
3iylW04 3.40.50.150.278 W.801-1033
4iscA00 3.40.50.150.279 A.1-164
2vdwG00 3.40.50.150.280 G.3-302
2jhpA02 3.40.50.150.281 A.129-424
3ptaA05 3.40.50.150.282 A.495-681,942-956
2zwaA01 3.40.50.150.283 A.16-364
1ej6A04 3.40.50.150.284 A.797-1026
1booA00 3.40.50.150.285 A.3-322
2frxB01 3.40.50.150.286 B.8-310
2vz9A05 3.40.50.150.287 A.1111-1407
3khkA02 3.40.50.150.288 A.202-520
4ft4A02 3.40.50.150.289 A.167-528,704-757
1pjzA00 3.40.50.150.290 A.3-203
2k4mA00 3.40.50.150.291 A.1-153
2blnA01 3.40.50.170.1 A.1-202
4zz1A00 3.40.50.170.2 A.2-201
3da8B00 3.40.50.170.3 B.4-210
1jkxA00 3.40.50.170.4 A.1-209
6nbpA01 3.40.50.170.5 A.16-206
2bw0A01 3.40.50.170.6 A.21-227
3av3A00 3.40.50.170.7 A.2-189
3louA02 3.40.50.170.8 A.96-292
3q0iA01 3.40.50.170.9 A.7-212
5cjjB00 3.40.50.170.10 B.2-191
1zghA01 3.40.50.170.11 A.14-194
1chdA00 3.40.50.180.1 A.6-203
2ixtA00 3.40.50.200.1 A.1-309
2pwaA00 3.40.50.200.2 A.1-279
1gciA00 3.40.50.200.3 A.1-269
6f9mB00 3.40.50.200.4 B.3-310
1wmdA01 3.40.50.200.5 A.1-317
1y9zB01 3.40.50.200.6 B.1-214,360-436
4mzdA00 3.40.50.200.7 A.65-488
1ga6A00 3.40.50.200.8 A.2-370
1t1gA00 3.40.50.200.9 A.1-357
5yl7A00 3.40.50.200.10 A.1-339
4i0wB01 3.40.50.200.11 B.1-191,334-469
3zxyA00 3.40.50.200.12 A.1-282
2iy9A00 3.40.50.200.13 A.23-332
5jxgA01 3.40.50.200.14 A.8-332
3vv3A00 3.40.50.200.15 A.2-330
2qtwB01 3.40.50.200.16 B.1-298
4h6xA00 3.40.50.200.17 A.7-348
1xf1A01 3.40.50.200.18 A.1-228,361-389,406-479
1r6vA03 3.40.50.200.19 A.97-443
4kg7A00 3.40.50.200.20 A.4-377
4yn3A01 3.40.50.200.21 A.1-220,356-490
3edyA02 3.40.50.200.22 A.179-544
4lvnA00 3.40.50.200.23 A.7-342
3wqbA01 3.40.50.200.24 A.20-431
4zoqM00 3.40.50.200.25 M.4-341
3lxuX01 3.40.50.200.26 X.18-78,237-533
1c4kA01 3.40.50.220.1 A.1-107
1oi7A02 3.40.50.261.1 A.123-287
4xymA02 3.40.50.261.2 A.130-293
4xymC03 3.40.50.261.3 C.294-462
3dmyA03 3.40.50.261.4 A.251-416
5tdeB02 3.40.50.261.5 B.139-324
4ivvA00 3.40.80.10.1 A.1-174
5xz4A00 3.40.80.10.2 A.7-173
3dvoA00 3.40.91.10.1 A.1-338
1knvB00 3.40.91.10.2 B.3-293
3gfaA00 3.40.109.10.1 A.3-198
2wqfA00 3.40.109.10.2 A.2-202
1noxA00 3.40.109.10.3 A.6-205
3bemB00 3.40.109.10.4 B.7-217
2ehpA00 3.40.120.10.1 A.3-126
5bmnA03 3.40.120.10.2 A.267-385
3na5A03 3.40.120.10.3 A.342-466
1p6oA00 3.40.140.10.1 A.6-161
1wkqB00 3.40.140.10.2 B.10-164
2znrA00 3.40.140.10.3 A.1-178
2hvwA00 3.40.140.10.4 A.37-183
1wwrA00 3.40.140.10.5 A.18-171
4f1vA02 3.40.190.10.1 A.95-243
4i62A01 3.40.190.10.2 A.32-129,224-269
6g7nA01 3.40.190.10.3 A.1-101,233-279
1ixhA01 3.40.190.10.4 A.1-77,230-239,254-321
1q35A01 3.40.190.10.5 A.1-98,227-275
5ng9A01 3.40.190.10.6 A.1-109,219-258
4ykiA01 3.40.190.10.7 A.5-111,212-251
4kqpA01 3.40.190.10.8 A.3-93,190-232
1nnfA02 3.40.190.10.9 A.1-101,226-277
1ryoA01 3.40.190.10.10 A.4-84,250-311
1nnfA01 3.40.190.10.11 A.102-225,278-308
5um2A01 3.40.190.10.12 A.19-116,242-299
4ohnA01 3.40.190.10.13 A.6-104,204-251
2ylnA01 3.40.190.10.14 A.44-141,241-276
1ixhA02 3.40.190.10.15 A.78-229,240-253
5um2A02 3.40.190.10.16 A.117-241,300-334
4r6yA02 3.40.190.10.17 A.103-226,285-317
4r75A02 3.40.190.10.18 A.110-228,285-320
6ft2A01 3.40.190.10.19 A.3-91,193-238
4n13A02 3.40.190.10.20 A.88-224
4r6yA01 3.40.190.10.21 A.1-102,227-284
4ombA02 3.40.190.10.22 A.135-278
4pfyB01 3.40.190.10.23 B.3-17,165-253,495-539
4io2A01 3.40.190.10.24 A.1-104,209-248
5lomA01 3.40.190.10.25 A.22-120,212-262
2i49A02 3.40.190.10.26 A.127-240,408-429
5my5A01 3.40.190.10.27 A.25-107,220-274
2heuB01 3.40.190.10.28 B.12-128,292-346
1ryoA02 3.40.190.10.29 A.85-249
2onsA01 3.40.190.10.30 A.1-84,256-314
3cijA02 3.40.190.10.31 A.85-255
6g7nA02 3.40.190.10.32 A.102-232,280-318
5eyfB01 3.40.190.10.33 B.3-103,202-245
4r75A01 3.40.190.10.34 A.3-109,229-284
3todA01 3.40.190.10.35 A.2-73,255-316
1us5A02 3.40.190.10.36 A.109-247
5wjpA01 3.40.190.10.37 A.13-110,206-249
4ombA01 3.40.190.10.38 A.36-134,279-333
3rpwA02 3.40.190.10.39 A.141-263,336-362
4jwoA02 3.40.190.10.40 A.142-284
4qhqA01 3.40.190.10.41 A.1-83,192-241
1xvxA01 3.40.190.10.42 A.2-101,228-282
1xocA01 3.40.190.10.43 A.22-52,173-264,489-520
1xvxA02 3.40.190.10.44 A.102-227,283-312
1p99A01 3.40.190.10.45 A.40-118,230-294
1atgA01 3.40.190.10.46 A.1-80,190-231
3waeB01 3.40.190.10.47 B.23-117,245-298
1pp0B00 3.40.198.10.1 B.5-198
3pviA00 3.40.210.10.1 A.2-157
5qhtA00 3.40.220.10.1 A.2-183
5lauA00 3.40.220.10.2 A.22-207
4xxfA00 3.40.225.10.1 A.1-258
2v9lA00 3.40.225.10.2 A.1-274
3d1pA00 3.40.250.10.1 A.20-139
2hhgA00 3.40.250.10.2 A.1-132
3i2vA00 3.40.250.10.3 A.1-127
5wqjA02 3.40.250.10.4 A.159-296
1gmxA00 3.40.250.10.5 A.1-108
3g5jA00 3.40.250.10.6 A.5-134
5jryA02 3.40.309.10.1 A.260-449
2j6lA02 3.40.309.10.2 A.272-464
4e3xA02 3.40.309.10.3 A.316-514
3ctzA02 3.40.350.10.1 A.156-319
5ce6A01 3.40.350.10.2 A.23-195
3ctzA01 3.40.350.10.3 A.3-155
3im9A01 3.40.366.10.1 A.1-129,204-313
3tqeA01 3.40.366.10.2 A.1-128,202-316
3lqbA00 3.40.390.10.1 A.2-199
2w15A00 3.40.390.10.2 A.2-202
1eb6A00 3.40.390.10.3 A.1-177
4wx4A00 3.40.395.10.1 A.2-202
3bwhA01 3.40.420.10.1 A.1-160
1kmvA00 3.40.430.10.1 A.1-186
4pssA00 3.40.430.10.2 A.1-159
4gmuA01 3.40.449.10.1 A.11-64,88-259
1wvfA03 3.40.462.10.1 A.242-472
4wpkA00 3.40.470.10.1 A.11-238
3uf7A00 3.40.470.10.2 A.3-225
1xd3C00 3.40.532.10.1 C.4-230
1cl8A00 3.40.580.10.1 A.16-276
5jryA01 3.40.605.10.1 A.9-259,450-485
2j6lA01 3.40.605.10.2 A.8-271,465-500
2y5dA01 3.40.605.10.3 A.3-262,484-525
1rtqA00 3.40.630.10.1 A.1-291
3tc8A00 3.40.630.10.2 A.17-309
3pb6X00 3.40.630.10.3 X.18-330
4z65A00 3.40.630.10.4 A.1-304
1tkjA00 3.40.630.10.5 A.1-277
3fedA01 3.40.630.10.6 A.13-77,304-551
5ib9A01 3.40.630.10.7 A.5-68,196-416
4pxeA01 3.40.630.10.8 A.8-229,347-430
4ihmA00 3.40.630.10.9 A.1-323
3pfeA01 3.40.630.10.10 A.1-206,378-471
3ifeA01 3.40.630.10.11 A.19-234,346-434
5uejB01 3.40.630.10.12 B.5-182,297-380
5tp4B01 3.40.630.10.13 B.5-219,335-421
3h8gA02 3.40.630.10.14 A.178-496
3iibA01 3.40.630.10.15 A.2-76,227-443
2zogA01 3.40.630.10.16 A.1-214,389-478
6c0dA01 3.40.630.10.17 A.11-217,335-421
3fmcC01 3.40.630.10.18 C.3-289,366-368
3pfoA01 3.40.630.10.19 A.8-213,342-433
4a37A02 3.40.630.10.20 A.127-388
2pokA01 3.40.630.10.21 A.24-224,395-481
3isxA01 3.40.630.10.22 A.7-75,165-343
5jgfA01 3.40.630.10.23 A.6-94,245-470
3t8wC02 3.40.630.10.24 C.219-520
1lfwA01 3.40.630.10.25 A.1-186,381-468
1y0yA01 3.40.630.10.26 A.6-71,166-353
1yw4B00 3.40.630.10.27 B.4-331
4okoA00 3.40.630.10.28 A.4-303
2qj8A00 3.40.630.10.29 A.3-332
2dkjA02 3.40.640.10.1 A.33-284
1w23A01 3.40.640.10.2 A.16-257
4nogA02 3.40.640.10.3 A.73-323
5hdmA02 3.40.640.10.4 A.78-326
4wlhA02 3.40.640.10.5 A.44-301
4jf1B02 3.40.640.10.6 B.75-320
2rfvA01 3.40.640.10.7 A.7-261
3pplA02 3.40.640.10.8 A.63-306
3nytA01 3.40.640.10.9 A.1-102,109-244
2w8tA02 3.40.640.10.10 A.80-314
5toqA02 3.40.640.10.11 A.51-329
5x5hA01 3.40.640.10.12 A.3-254
4wydA02 3.40.640.10.13 A.93-359
3piuA02 3.40.640.10.14 A.63-307
5m4bA02 3.40.640.10.15 A.62-320
3qguA02 3.40.640.10.16 A.81-335
4ua6A00 3.40.710.10.1 A.2-263
1m40A00 3.40.710.10.2 A.1-263
5f82B00 3.40.710.10.3 B.19-285
5tfqA00 3.40.710.10.4 A.2-278
5nj2A00 3.40.710.10.5 A.3-274
5ctmA00 3.40.710.10.6 A.1-233
5tw4A01 3.40.710.10.7 A.1-290
4jf5A00 3.40.710.10.8 A.2-243
3vmkA00 3.40.718.10.1 A.6-374
6e85A00 3.40.718.10.2 A.1-331
3e2dA01 3.40.720.10.1 A.1-324,353-364,458-502
5mx9A00 3.40.720.10.2 A.1-324
2w5qA02 3.40.720.10.3 A.22-332
5dltA03 3.40.720.10.4 A.106-504
2aebB00 3.40.800.10.1 B.5-313
1f9vA00 3.40.850.10.1 A.3-344
2vvgB00 3.40.850.10.2 B.4-350
1rozB00 3.40.910.10.1 B.28-363
2c42A03 3.40.920.10.1 A.415-626
6gm5A02 3.40.950.10.1 A.76-137,236-363,397-428
1vsrA00 3.40.960.10.1 A.3-136
1jljA00 3.40.980.10.1 A.13-181
1mkzB00 3.40.980.10.2 B.2-172
1v2bB00 3.40.1000.10.1 B.7-177
3lydA01 3.40.1000.10.2 A.18-159
2z6rB01 3.40.1010.10.1 B.1-114
3vqjA00 3.40.1050.10.1 A.4-217
5swcD00 3.40.1050.10.2 D.18-223
1c96A02 3.40.1060.10.1 A.202-314
3k6mD01 3.40.1080.10.1 D.1-233
3k6mC02 3.40.1080.10.2 C.261-474
4pk9A00 3.40.1090.10.1 A.11-369
3gwiA00 3.40.1110.10.1 A.1-164
4ndoB00 3.40.1160.10.1 B.3-270
1gs5A00 3.40.1160.10.2 A.1-258
3d40A00 3.40.1160.10.3 A.12-282
1ewqB01 3.40.1170.10.1 B.2-126
2o8bA01 3.40.1170.10.2 A.1-124
3thxB01 3.40.1170.10.3 B.10-142
4h8eA00 3.40.1180.10.1 A.19-253
3zl8A02 3.40.1190.10.1 A.63-288
2x5oA02 3.40.1190.10.2 A.93-298
3hn7A02 3.40.1190.10.3 A.110-376
4qdiA02 3.40.1190.10.4 A.100-328
3lk7A02 3.40.1190.10.5 A.102-307
3zm6A02 3.40.1190.10.6 A.81-303
1gqyB02 3.40.1190.10.7 B.107-323
2wqkA00 3.40.1210.10.1 A.2-249
2fb6A00 3.40.1260.10.1 A.2-117
2hy5A00 3.40.1260.10.2 A.1-130
4cngA00 3.40.1280.10.1 A.21-176
4yqdA01 3.40.1280.10.2 A.18-181
2egvA02 3.40.1280.10.3 A.67-229
1dzfA01 3.40.1340.10.1 A.5-142
2wcwB00 3.40.1350.10.1 B.6-132
2inbA00 3.40.1350.10.2 A.6-140
1y88A01 3.40.1350.10.3 A.16-140
1h8eG02 3.40.1380.10.1 G.26-231
4c12A01 3.40.1390.10.1 A.1-98
3pmoA01 3.40.1390.10.2 A.3-119
1e8cA01 3.40.1390.10.3 A.3-103
1tt8A00 3.40.1410.10.1 A.1-164
1o98A01 3.40.1450.10.1 A.77-312
1wn2A00 3.40.1490.10.1 A.4-121
1wvqC00 3.40.1520.10.1 C.6-167
1wn9A00 3.40.1530.10.1 A.2-127
2odkA00 3.40.1620.10.1 A.4-53
3k6qA01 3.40.1620.10.2 A.1-48
2r6zA01 3.40.1630.10.1 A.2-55
3mvkD01 3.40.1650.10.1 D.10-142
4ip2A02 3.40.1670.10.1 A.351-479
6gywA00 3.40.1700.10.1 A.16-166
2ew0A00 3.40.1740.10.1 A.5-179
1rylA00 3.40.1760.10.1 A.3-166
4gimC00 3.40.1790.10.1 C.29-333
1e7lA01 3.40.1800.10.1 A.1-80
1egwB01 3.40.1810.10.1 B.12-72
3qexA06 3.40.1820.10.1 A.775-866
1zjcA01 3.40.1830.10.1 A.6-185
4xpmB00 3.40.1840.10.1 B.9-75
3nb2A03 3.40.1850.10.1 A.334-436
4r1bA01 3.50.4.10.1 A.6-14,202-242,294-335
5cdkA00 3.50.7.10.1 A.1-181
3osxA00 3.50.7.10.2 A.12-201
1n2mC00 3.50.20.10.1 C.3-165
1kblA03 3.50.30.10.1 A.382-506
2e28A04 3.50.30.10.2 A.476-587
1zymA01 3.50.30.10.3 A.3-20,147-249
2cxiA02 3.50.40.10.1 A.81-278
1lqtB02 3.50.50.60.1 B.47-62,109-324
3nycA01 3.50.50.60.2 A.1-89,148-222,315-381
3dk9A01 3.50.50.60.3 A.17-160,290-365
2olnA01 3.50.50.60.4 A.3-87,147-220,328-387
5u8uD01 3.50.50.60.5 D.2-158,281-354
3g5sA01 3.50.50.60.6 A.2-155,311-436
1rp0A02 3.50.50.60.7 A.39-274
3qvpA01 3.50.50.60.8 A.3-52,236-324,435-451,519-553,571-583
4k7zA01 3.50.50.60.9 A.1-150,268-341
1pj5A01 3.50.50.60.10 A.4-85,145-219,339-421
4wctA01 3.50.50.60.11 A.18-113,176-252,364-426
3oz2A01 3.50.50.60.12 A.1-70,89-175,271-322,323-350
1fecB01 3.50.50.60.13 B.2-163,285-359
3aljA01 3.50.50.60.14 A.11-48,106-175,271-379
6cr0A01 3.50.50.60.15 A.8-85,204-288,383-437
2culA00 3.50.50.60.16 A.2-231
3dghA01 3.50.50.60.17 A.7-162,286-360
2qcuB01 3.50.50.60.18 B.1-81,148-225,321-390
1k0iA01 3.50.50.60.19 A.1-72,96-180,269-351
2gagB01 3.50.50.60.20 B.19-103,168-242,333-405
4n2pA00 3.55.10.10.1 A.2-143
1vzyA01 3.55.30.10.1 A.1-234
4uhvA02 3.55.50.10.1 A.95-186
3iylW02 3.55.60.10.1 W.390-431,695-800
3g91A00 3.60.10.10.1 A.2-261
4ruwA01 3.60.10.10.2 A.53-338
2imqX00 3.60.10.10.3 X.3-282
5xp6A00 3.60.15.10.1 A.15-243
5naiA00 3.60.15.10.2 A.31-261
