3vkgB04 1.10.8.710.1 B.739-869
3lteD00 3.40.50.2300.251 D.2-124
2plnA00 3.40.50.2300.252 A.15-132
4ms4B02 3.40.50.2300.253 B.137-283,384-426
3jvdA02 3.40.50.2300.254 A.158-283,316-325
3qekB01 3.40.50.2300.255 B.3-121,278-349
3k9cB01 3.40.50.2300.256 B.9-109,238-267
3n0xA01 3.40.50.2300.257 A.4-125,256-340
4g0mA00 3.40.50.2300.258 A.9-143
2vycA01 3.40.50.2300.259 A.1-139
3hebA00 3.40.50.2300.260 A.5-146
4rkrB01 3.40.50.2300.261 B.14-110,245-277
3bblA01 3.40.50.2300.262 A.3-108,241-272
2qxyA00 3.40.50.2300.263 A.3-121
3cs3A02 3.40.50.2300.264 A.102-229,260-269
4xxhA01 3.40.50.2300.265 A.1-102,220-255
4ycsA00 3.40.50.2300.266 A.6-127
2q5cA01 3.40.50.2300.267 A.2-77,168-188
2rgyA01 3.40.50.2300.268 A.8-110,242-262
5z3mB00 3.40.50.2300.269 B.5-156
3cg0A00 3.40.50.2300.270 A.8-133
3kjxA03 3.40.50.2300.271 A.169-299,333-342
1jdpA01 3.40.50.2300.272 A.137-283,371-402
3hdvB00 3.40.50.2300.273 B.2-127
3ktoA00 3.40.50.2300.274 A.7-128
3gt7A00 3.40.50.2300.275 A.7-144
4zpjA02 3.40.50.2300.276 A.174-313,393-423
3eqzB00 3.40.50.2300.277 B.2-126
1peaA02 3.40.50.2300.278 A.123-261,339-375
2qsjB00 3.40.50.2300.279 B.3-132
3h5tA03 3.40.50.2300.280 A.172-318,349-358
3egcA01 3.40.50.2300.281 A.7-108,239-269
3snkA00 3.40.50.2300.282 A.13-131
3t38A02 3.40.50.2300.283 A.80-212
2hqbA02 3.40.50.2300.284 A.110-228,260-292
3gv0A02 3.40.50.2300.285 A.111-240,273-275
3om0A01 3.40.50.2300.286 A.2-121,250-269,281-353
1qo0D01 3.40.50.2300.287 D.2-128
2qu7A01 3.40.50.2300.288 A.7-105,240-269
3l49A01 3.40.50.2300.289 A.6-105,247-275
4wxmB00 3.40.50.2300.290 B.5-133
3clkB01 3.40.50.2300.291 B.10-108,238-270
1a2oA01 3.40.50.2300.292 A.1-133
1a04A01 3.40.50.2300.293 A.4-127
4q6bA01 3.40.50.2300.294 A.9-125,257-340
4mgeA00 3.40.50.2300.295 A.1-108
5fbkB02 3.40.50.2300.296 B.216-350,514-558
3bilA02 3.40.50.2300.297 A.168-293,326-336
4xfkA01 3.40.50.2300.298 A.9-137,267-352
3gv0A01 3.40.50.2300.299 A.7-110,241-272
2v0nA02 3.40.50.2300.300 A.139-284
3sy8A01 3.40.50.2300.301 A.1-139
4p1zA00 3.40.50.2300.302 A.2-128
3egcD02 3.40.50.2300.303 D.109-238,270-274
3lkbA02 3.40.50.2300.304 A.125-261,355-384
3kjxA02 3.40.50.2300.305 A.69-168,300-332
3i09A01 3.40.50.2300.306 A.1-123,256-337
1u04A03 3.40.50.2300.307 A.333-547
3grcA00 3.40.50.2300.308 A.5-128
3lopA01 3.40.50.2300.309 A.5-124,255-344
4wt7B02 3.40.50.2300.310 B.132-318
3cz5C00 3.40.50.2300.311 C.4-145
1dcfA00 3.40.50.2300.312 A.1-134
4xltA00 3.40.50.2300.313 A.3-132
3cs3A01 3.40.50.2300.314 A.4-101,230-259
3kcnB00 3.40.50.2300.315 B.3-139
3h5tA02 3.40.50.2300.316 A.69-171,319-348
3qk7C02 3.40.50.2300.317 C.110-239,273-285
4kq9A02 3.40.50.2300.318 A.99-298
3jvdB01 3.40.50.2300.319 B.64-157,284-315
3hutA01 3.40.50.2300.320 A.3-121,257-333
3kloA01 3.40.50.2300.321 A.7-150
3hdgA00 3.40.50.2300.322 A.7-130
3td9A01 3.40.50.2300.323 A.16-131,261-343
3d8uB02 3.40.50.2300.324 B.101-234,260-275
4ldaB00 3.40.50.2300.325 B.3-129
3n53A00 3.40.50.2300.326 A.3-129
3ilhA00 3.40.50.2300.327 A.7-139
3o1iD02 3.40.50.2300.328 D.114-246,277-304
3luaA00 3.40.50.2300.329 A.3-127
4fe7A02 3.40.50.2300.330 A.122-256,290-300
3qk7A01 3.40.50.2300.331 A.5-109,240-272
3olzB02 3.40.50.2300.332 B.124-252,272-287,359-385
2qv0A00 3.40.50.2300.333 A.10-131
3e61B01 3.40.50.2300.334 B.10-103,230-245
4m88A01 3.40.50.2300.335 A.3-124,256-345
6e7rD01 3.40.50.2300.336 D.1-116,251-329
3nhmA00 3.40.50.2300.337 A.5-124
3k4hB01 3.40.50.2300.338 B.5-114,245-276
3o1iC01 3.40.50.2300.339 C.5-113,247-276
4pevA01 3.40.50.2300.340 A.52-157,300-324
4dadA01 3.40.50.2300.341 A.19-146
4kq9A01 3.40.50.2300.342 A.1-98
3cu5B00 3.40.50.2300.343 B.2-130
2wjwA01 3.40.50.2300.344 A.1-106,242-346
3s99A02 3.40.50.2300.345 A.131-253,285-355
2iksA01 3.40.50.2300.346 A.18-113
1peaA01 3.40.50.2300.347 A.8-122,262-338
2x7xA01 3.40.50.2300.348 A.6-109,248-273
2h0aA02 3.40.50.2300.349 A.97-230,262-266
1yvuA03 3.40.50.2300.350 A.316-489
4maaA01 3.40.50.2300.351 A.30-150,283-364
4xxhA02 3.40.50.2300.352 A.103-219
2hqbA01 3.40.50.2300.353 A.1-109,229-259
3hsyA01 3.40.50.2300.354 A.1-106,242-346
4qicA02 3.40.50.2300.355 A.140-239
3bilA01 3.40.50.2300.356 A.68-167,294-325
2b4aA00 3.40.50.2300.357 A.14-131
4tn5A00 3.40.50.2300.358 A.2-113
3m6mD00 3.40.50.2300.359 D.15-134
2pjuC01 3.40.50.2300.360 C.13-90,179-200
1dp4C02 3.40.50.2300.361 C.128-284,373-425
4mldA00 3.40.50.2300.362 A.1-133
3eafA01 3.40.50.2300.363 A.2-122,265-350
4gvpA01 3.40.50.2300.364 A.2-207
4zpjA01 3.40.50.2300.365 A.53-173,314-392
3kloD00 3.40.50.2300.366 D.5-217
4mptA01 3.40.50.2300.367 A.5-133,263-360
3c3wA01 3.40.50.2300.368 A.1-98
1y1lA00 3.40.50.2300.369 A.1-124
3czcA00 3.40.50.2300.370 A.18-110
5braA02 3.40.50.2300.371 A.148-283
4ms4A01 3.40.50.2300.372 A.3-124,269-371
1jdpB02 3.40.50.2300.373 B.4-136,286-370
4fe7A01 3.40.50.2300.374 A.21-121,257-289
3d8uB01 3.40.50.2300.375 B.4-100,235-259
3h5lA01 3.40.50.2300.376 A.13-142,276-377
4o1hA00 3.40.50.2300.377 A.4-137
2qzjA00 3.40.50.2300.378 A.4-124
2oqrA01 3.40.50.2300.379 A.4-83
2h0aA01 3.40.50.2300.380 A.1-96,231-261
4ms4B01 3.40.50.2300.381 B.9-136,284-383
5kc8A01 3.40.50.2300.382 A.4-129,266-375
3sqnB04 3.40.50.2300.383 B.396-485
3c97A01 3.40.50.2300.384 A.10-67
3kg2B01 3.40.50.2300.385 B.1-90,273-343
3lkbA01 3.40.50.2300.386 A.3-124,262-354
3h6gA01 3.40.50.2300.387 A.2-120,250-268,285-355
5c5cA01 3.40.50.2300.388 A.8-168,308-442
5fbkB01 3.40.50.2300.389 B.48-215,351-513
2wb4B01 3.40.50.2300.390 B.2-288
2ayzA00 3.40.50.2300.391 A.1-133
2l17A00 3.40.50.2300.392 A.4-134
1p6qA00 3.40.50.2300.393 A.1-129
2mswA00 3.40.50.2300.394 A.1-125
5t3yA00 3.40.50.2300.395 A.1-125
1dc7A00 3.40.50.2300.396 A.1-124
2lpmA00 3.40.50.2300.397 A.1-123
2j48A00 3.40.50.2300.398 A.1-119
2l2qA00 3.40.50.2300.399 A.1-109
2kyrA00 3.40.50.2300.400 A.4-111
1vkrA00 3.40.50.2300.401 A.11-107
1tvmA01 3.40.50.2300.402 A.21-113
4v0sB00 3.40.50.9100.1 B.2-144
3lwzB00 3.40.50.9100.2 B.7-151
1eiwA00 3.40.50.9200.1 A.1-111
1fiuA00 3.40.50.10010.1 A.1-286
4n3sA03 3.40.50.10050.1 A.352-457
1g7sA03 3.40.50.10050.2 A.351-431
4kjzB04 3.40.50.10050.3 B.366-465
1z9bA01 3.40.50.10050.4 A.39-122
2hqsA01 3.40.50.10070.1 A.2-143
1wcwA01 3.40.50.10090.1 A.8-38,168-261
1wcwA02 3.40.50.10090.2 A.44-162
3mw8A02 3.40.50.10090.3 A.35-156
3mw8A01 3.40.50.10090.4 A.1-34,157-239
1jr2A01 3.40.50.10090.5 A.22-56,197-281
1jr2A02 3.40.50.10090.6 A.57-196
4es6A01 3.40.50.10090.7 A.6-37,173-254
4es6A02 3.40.50.10090.8 A.38-172
3p9zA02 3.40.50.10090.9 A.29-103,104-141
3p9zA01 3.40.50.10090.10 A.5-23,147-225
3sxuA00 3.40.50.10110.1 A.5-150
1j24A00 3.40.50.10130.1 A.4-136
4bxoA01 3.40.50.10130.2 A.24-168
4bxoB01 3.40.50.10130.3 B.15-145
2a1iA01 3.40.50.10130.4 A.18-134
2bgwB01 3.40.50.10130.5 B.8-138
2ziwB01 3.40.50.10130.6 B.21-231
4w8hA00 3.40.50.10140.1 A.2-128
4eo7A01 3.40.50.10140.2 A.8-144
4c6sA00 3.40.50.10140.3 A.5-146
3jrnA00 3.40.50.10140.4 A.7-171
4om7A00 3.40.50.10140.5 A.1-143
1t3gB00 3.40.50.10140.6 B.1-159
4c6rA00 3.40.50.10140.7 A.8-169
4lqcB00 3.40.50.10140.8 B.6-141
5forA00 3.40.50.10140.9 A.6-139
3ub2A00 3.40.50.10140.10 A.4-146
4lzpA00 3.40.50.10140.11 A.1-176
2m1xA00 3.40.50.10140.12 A.1-160
5yrvE00 3.40.50.10150.1 E.22-200
5d5pA02 3.40.50.10150.2 A.37-158
2d0oB00 3.40.50.10150.3 B.5-112
1nbwB00 3.40.50.10150.4 B.5-117
1kjnA00 3.40.50.10160.1 A.6-157
4x9xA01 3.40.50.10170.1 A.22-170
2dt8A01 3.40.50.10170.2 A.2-150
6dkeA01 3.40.50.10170.3 A.34-188
6dj6B01 3.40.50.10170.4 B.36-187
3nyiB01 3.40.50.10170.5 B.2-158
1x3lA02 3.40.50.10180.1 A.22-266
2etxA01 3.40.50.10190.1 A.12-111
3k05B02 3.40.50.10190.2 B.103-200
3pd7A00 3.40.50.10190.3 A.14-107
3l41A01 3.40.50.10190.4 A.7-107
4bu0A01 3.40.50.10190.5 A.4-101
3pa6A00 3.40.50.10190.6 A.4-102
3u3zA01 3.40.50.10190.7 A.11-107
4xpzA03 3.40.50.10190.8 A.282-372
4igkA02 3.40.50.10190.9 A.111-214
3l46B01 3.40.50.10190.10 B.20-108
3u3zA02 3.40.50.10190.11 A.108-196
3l41A02 3.40.50.10190.12 A.108-220
2nteA01 3.40.50.10190.13 A.1-100
3pc6A00 3.40.50.10190.14 A.3-101
4bu0A02 3.40.50.10190.15 A.102-185
2nteA02 3.40.50.10190.16 A.101-204
3uenA02 3.40.50.10190.17 A.97-201
5umvA00 3.40.50.10190.18 A.4-93
1t15A01 3.40.50.10190.19 A.4-110
3al2A02 3.40.50.10190.20 A.131-235
3hufB02 3.40.50.10190.21 B.117-217
3sqdA02 3.40.50.10190.22 A.122-219
3uenA01 3.40.50.10190.23 A.7-96
3pc7A00 3.40.50.10190.24 A.8-88
6hm5A02 3.40.50.10190.25 A.102-198
3t7kA02 3.40.50.10190.26 A.133-254
3ii6X01 3.40.50.10190.27 X.14-118
4bmdA02 3.40.50.10190.28 A.100-198
3oq4E00 3.40.50.10190.29 E.5-100
3ii6X03 3.40.50.10190.30 X.160-263
3olcX01 3.40.50.10190.31 X.7-101
3t7kA01 3.40.50.10190.32 A.7-132
1gzhB01 3.40.50.10190.33 B.1-127
3al2A01 3.40.50.10190.34 A.8-130
4bmdA01 3.40.50.10190.35 A.11-99
3olcX03 3.40.50.10190.36 X.200-286
2vxbA02 3.40.50.10190.37 A.149-241
4n40A01 3.40.50.10190.38 A.1-100
1gzhD02 3.40.50.10190.39 D.128-246
4n40A02 3.40.50.10190.40 A.103-192
2vxbA01 3.40.50.10190.41 A.1-148
1z56C01 3.40.50.10190.42 C.14-143
2l42A00 3.40.50.10190.43 A.2-98
2htfA00 3.40.50.10190.44 A.1-105
2jw5A00 3.40.50.10190.45 A.1-106
2le0A00 3.40.50.10190.46 A.1-106
1l7bA00 3.40.50.10190.47 A.1-92
2d8mA01 3.40.50.10190.48 A.15-106
2k6gA00 3.40.50.10190.49 A.1-109
1wf6A01 3.40.50.10190.50 A.15-132
2ep8A01 3.40.50.10190.51 A.16-92
2ebuA01 3.40.50.10190.52 A.26-99
4gnsA03 3.40.50.10190.53 A.158-276
4kqiA02 3.40.50.10210.1 A.58-329
4hdrB02 3.40.50.10210.2 B.55-315
3u4gA00 3.40.50.10210.3 A.4-337
3l0zC00 3.40.50.10210.4 C.2-345
3sxuB00 3.40.50.10220.1 B.34-135
4au1A00 3.40.50.10230.1 A.22-229
1v9cB00 3.40.50.10230.2 B.5-212
1ou0B00 3.40.50.10230.3 B.14-206
1ig0A01 3.40.50.10240.1 A.37-223
2omkB00 3.40.50.10240.2 B.23-231
3cq9A00 3.40.50.10240.3 A.3-213
3k94A00 3.40.50.10240.4 A.2-215
3s4yA00 3.40.50.10240.5 A.20-246
1ig3A02 3.40.50.10240.6 A.32-178
3rssA01 3.40.50.10260.1 A.8-218
2o8nA00 3.40.50.10260.2 A.27-259
3d3kA00 3.40.50.10260.3 A.9-258
3k5wA01 3.40.50.10260.4 A.2-211
1lu9A01 3.40.50.10280.1 A.1-104,256-287
2gk4B00 3.40.50.10300.1 B.2-232
1u7zA00 3.40.50.10300.2 A.3-225
4qjiB00 3.40.50.10300.3 B.7-235
1p9oA00 3.40.50.10300.4 A.20-309
1v7zA00 3.40.50.10310.1 A.3-259
3no4B00 3.40.50.10310.2 B.12-267
3lubA01 3.40.50.10310.3 A.12-250
4xlzA00 3.40.50.10320.1 A.2-267
3dffA00 3.40.50.10320.2 A.8-273
1q74B00 3.40.50.10320.3 B.2-298
2ixdA00 3.40.50.10320.4 A.2-234
5bmoC00 3.40.50.10320.5 C.4-245
5cgzA00 3.40.50.10320.6 A.1-240
1z0sA01 3.40.50.10330.1 A.30-130,256-278
2bonA01 3.40.50.10330.2 A.30-150,310-316
2i2cA01 3.40.50.10330.3 A.1-101,241-264
2an1D01 3.40.50.10330.4 D.4-127,265-292
4v24B01 3.40.50.10330.5 B.15-158
4werA01 3.40.50.10330.6 A.3-125,292-300
2xz8A00 3.40.80.10.12 A.7-141
1na6B02 3.40.91.80.3 B.178-402
4cgsB00 3.40.91.90.1 B.2-170
3bm1A00 3.40.109.10.36 A.1-183
3eofB00 3.40.109.10.37 B.4-247
3eo7A02 3.40.109.10.38 A.30-286
2i7hA00 3.40.109.10.39 A.3-189
3pxvB00 3.40.109.10.40 B.1-189
3i3wA03 3.40.120.10.25 A.255-336
2f7lA03 3.40.120.10.26 A.255-340,359-370
5jn5B01 3.40.120.10.27 B.25-221
1zczA02 3.40.140.20.5 A.198-314
4ehiB02 3.40.140.20.6 B.254-377
1vk9A00 3.40.140.30.1 A.2-148
3bh1A03 3.40.140.40.1 A.346-491
3uifA01 3.40.190.10.377 A.2-98,202-331
4fedA02 3.40.190.10.378 A.112-257,332-401
5on8A01 3.40.190.10.379 A.2-243,472-499
3ry3A01 3.40.190.10.380 A.33-252,493-524
6fthA02 3.40.190.10.381 A.148-334,420-520
4wedA01 3.40.190.10.382 A.36-269,496-525
3t66A01 3.40.190.10.383 A.12-236,458-487
2wolA01 3.40.190.10.384 A.8-299,531-560
5icqA01 3.40.190.10.385 A.35-316,576-609
5f7vA00 3.40.190.10.386 A.11-400
3q26A00 3.40.190.10.387 A.2-404
4mfiA00 3.40.190.10.388 A.31-433
4rk2A00 3.40.190.10.389 A.8-400
5k2xA00 3.40.190.10.390 A.1-414
2bjiB02 3.40.190.80.1 B.147-277
5eq7A02 3.40.190.80.2 A.154-277
1ka1A02 3.40.190.80.3 A.221-355
1nuwA02 3.40.190.80.4 A.200-334
5iz3B02 3.40.190.80.5 B.175-315
1vdwA02 3.40.190.80.6 A.141-254
1jp4A02 3.40.190.80.7 A.180-308
6ib8B02 3.40.190.80.8 B.145-270
5i3sC02 3.40.190.80.9 C.140-271
5zhhA02 3.40.190.80.10 A.144-261
1lbvA02 3.40.190.80.11 A.139-252
3b8bA02 3.40.190.80.12 A.181-291
4i3yA02 3.40.190.80.13 A.152-271
2p3nA02 3.40.190.80.14 A.136-256
4qxdB02 3.40.190.80.15 B.159-289
2pcrA02 3.40.190.80.16 A.143-257
1inpA03 3.40.190.80.17 A.235-400
3bigA02 3.40.190.90.1 A.112-278
3rojA02 3.40.190.90.2 A.156-322
2rinA02 3.40.190.100.1 A.90-199
3tmgA02 3.40.190.100.2 A.98-206
2b4lA01 3.40.190.100.3 A.1-90,248-268
1r9lA02 3.40.190.100.4 A.92-232
6eygA02 3.40.190.120.1 A.138-242
4z7eA02 3.40.190.120.2 A.127-230
4wepA02 3.40.190.120.3 A.106-219
4x9tA01 3.40.190.150.1 A.26-122,244-313
2f5xA01 3.40.190.150.2 A.14-111,236-312
2qpqA01 3.40.190.150.3 A.6-102,227-301
3ptyA01 3.40.190.160.1 A.17-41,250-349
4mncA00 3.40.190.170.1 A.28-332
4mijA00 3.40.190.170.2 A.31-332
2xwvA00 3.40.190.170.3 A.1-309
3jruA01 3.40.220.10.24 A.1-163
1njrA00 3.40.220.10.25 A.15-279
3kzwA01 3.40.220.10.26 A.24-181
2irpA00 3.40.225.10.13 A.2-207
1q16A07 3.40.228.10.8 A.240-301,514-579
3tp9A02 3.40.250.10.44 A.263-372
3r2uA02 3.40.250.10.45 A.287-370
1t3kA00 3.40.250.10.46 A.21-152
1veeA00 3.40.250.10.47 A.1-134
1tq1A00 3.40.250.10.48 A.11-129
1ez0A02 3.40.309.10.25 A.256-440
4iymA02 3.40.309.10.26 A.272-474
5ucdA02 3.40.309.10.27 A.240-433
3ovkA00 3.40.350.10.21 A.5-132
1wn1A01 3.40.350.10.22 A.1-129
3tzyA01 3.40.366.10.17 A.25-264,335-488
2uvaJ10 3.40.366.10.18 J.1670-1724,1781-1854,1983-2023
6ediA02 3.40.367.20.5 A.173-397
4iuwA01 3.40.390.10.28 A.4-32,332-384,425-633
6gidA01 3.40.390.10.29 A.1-50,378-429,477-696
2l0rA00 3.40.390.10.30 A.1-106
1oz9A00 3.40.390.30.1 A.8-148
1m2tA01 3.40.420.10.12 A.1-167
2pqgB01 3.40.420.10.13 B.1-188
5xv0E00 3.40.430.10.23 E.14-236
3hj3A01 3.40.430.10.24 A.3-178
4xt6A00 3.40.430.10.25 A.13-258
3popA02 3.40.462.20.8 A.224-475
3rjaA02 3.40.462.20.9 A.210-438
1mugA00 3.40.470.10.10 A.1-165
4j7qA00 3.40.525.10.6 A.4-333
1zm8A00 3.40.570.10.5 A.21-259
3ndhA00 3.40.600.30.1 A.5-225
1o20A01 3.40.605.10.28 A.14-235,385-427
1uxtA01 3.40.605.10.29 A.16-264,469-492
4iymC01 3.40.605.10.30 C.21-271,475-505
3k9dA01 3.40.605.10.31 A.3-217,419-456
3dddA01 3.40.630.30.159 A.13-142
3n7zA02 3.40.630.30.160 A.131-277,379-388
2zpaA03 3.40.630.30.161 A.328-531
2g0bH01 3.40.630.30.162 H.7-191
3w6sC00 3.40.630.30.163 C.19-242
4iusA00 3.40.630.30.164 A.3-261
1y9wA01 3.40.630.30.165 A.37-140
2g3aA02 3.40.630.30.166 A.48-152
4fd7A00 3.40.630.30.167 A.2-238
2euiA01 3.40.630.30.168 A.2-141
4uwjA02 3.40.630.30.169 A.160-407
2pr1A00 3.40.630.30.170 A.4-155
5i0cA00 3.40.630.30.171 A.2-91
1y9kA01 3.40.630.30.172 A.21-133
4ab7H02 3.40.630.30.173 H.302-453
3n7zA01 3.40.630.30.174 A.5-130,278-283
4pv6A00 3.40.630.30.175 A.6-159
1rxtC02 3.40.630.30.176 C.292-472,483-496
3jvnA00 3.40.630.30.177 A.3-136
1rxtC01 3.40.630.30.178 C.162-291,473-482
3c26A00 3.40.630.30.179 A.6-266
4h6zA02 3.40.630.30.180 A.52-189
3fxtA00 3.40.630.30.181 A.21-110
2hv2A01 3.40.630.30.182 A.5-99
3frmA00 3.40.630.30.183 A.3-254
1p0hA00 3.40.630.30.184 A.6-313
2wpwC00 3.40.630.30.185 C.7-339
3tt2A00 3.40.630.30.186 A.8-326
4my5A02 3.40.640.10.124 A.62-286
2po3A01 3.40.640.10.125 A.29-244
1d2fA02 3.40.640.10.126 A.42-284
3f6tA03 3.40.640.10.127 A.161-380
4a0gC03 3.40.640.10.128 C.396-723
2e7jA02 3.40.640.10.129 A.18-269
4iw7A02 3.40.640.10.130 A.66-293
2x5fA01 3.40.640.10.131 A.3-325
4oc9A01 3.40.640.10.132 A.4-287
3eucA02 3.40.640.10.133 A.64-270
2gb3A02 3.40.640.10.134 A.57-290
3bb8A01 3.40.640.10.135 A.2-305
3ffhB02 3.40.640.10.136 B.57-269
1qgnG01 3.40.640.10.137 G.49-307
3k7yA02 3.40.640.10.138 A.48-318
1ci9A00 3.40.710.10.60 A.15-391
2qmiA01 3.40.710.10.61 A.1-347
5u47A04 3.40.710.10.62 A.214-584
1xp4A01 3.40.710.10.63 A.10-278
4lclA00 3.40.710.10.64 A.10-433
3vskA03 3.40.710.10.65 A.274-633
4ivkA00 3.40.710.10.66 A.25-428
3tsnA00 3.40.718.10.11 A.3-366
4kjdB00 3.40.720.10.26 B.3-479
5eghB01 3.40.720.10.27 B.23-243,355-415
3ot9A01 3.40.720.10.28 A.7-103,223-397
5dc8A00 3.40.800.20.2 A.14-376
4zurA00 3.40.800.20.3 A.1-341
3vsjA00 3.40.830.10.5 A.2-271
2o0aA00 3.40.850.20.1 A.2-291
3bjvA00 3.40.930.10.6 A.1-156
5h3xA03 3.40.970.40.1 A.229-267
1wu2A01 3.40.980.10.12 A.6-26,182-319
3nr5A00 3.40.1000.50.1 A.6-164
3dnfB01 3.40.1010.20.3 B.1-12,195-282
3dnfA03 3.40.1010.20.4 A.96-194
4ga6A03 3.40.1030.10.7 A.150-237,324-412
1g5cA00 3.40.1050.10.11 A.2-170
2oasA01 3.40.1080.10.10 A.2-179
2arfA00 3.40.1110.10.9 A.1-165
3c1mA01 3.40.1160.10.19 A.2-302
2brxA00 3.40.1160.10.20 A.19-244
4dezA02 3.40.1170.60.5 A.13-79
3mfiA02 3.40.1170.60.6 A.39-135
2afbB00 3.40.1190.20.47 B.7-343
2ddmB00 3.40.1190.20.48 B.2-280
3vasA01 3.40.1190.20.49 A.21-34,81-138,156-365
4ywrA00 3.40.1190.20.50 A.10-246
3kzhB00 3.40.1190.20.51 B.5-319
1ub0A00 3.40.1190.20.52 A.1-258
3nl6C02 3.40.1190.20.53 C.231-540
3bf5A01 3.40.1190.20.54 A.2-29,57-110,127-299
2ab1A00 3.40.1230.10.4 A.1-122
1rhxA00 3.40.1260.10.12 A.1-87
1vhkC02 3.40.1280.10.29 C.77-255
3bbdA00 3.40.1280.10.30 A.2-205
1k3rA01 3.40.1280.10.31 A.1-94,165-261
2qwvA00 3.40.1280.10.32 A.7-208
1l2mA00 3.40.1310.20.6 A.1-118
2z0rC00 3.40.1350.90.1 C.4-101
4e6zA01 3.40.1350.100.1 A.68-169,259-275
4e6zA02 3.40.1350.100.2 A.170-258
4zquA00 3.40.1350.110.1 A.1-124
1d3yB02 3.40.1360.10.8 B.75-300
1vw3D00 3.40.1370.10.6 D.31-279
1e0tA01 3.40.1380.20.6 A.336-467
2e28A03 3.40.1380.20.7 A.341-475
1nmpA01 3.40.1390.30.4 A.1-96,219-241
2fywA02 3.40.1390.30.5 A.102-226
5ifzA00 3.40.1400.10.7 A.22-150
3hfiA00 3.40.1410.10.13 A.25-161
2p19A01 3.40.1410.10.14 A.7-136
3db7A00 3.40.1420.30.1 A.1-127
3oqgB00 3.40.1440.50.1 B.6-180
2vclA00 3.40.1500.20.3 A.22-233
4hynB00 3.40.1550.10.8 B.3-199
5exvC00 3.40.1570.10.6 C.23-187
3ffvA00 3.40.1580.20.1 A.1-181
3n3fA01 3.40.1620.70.2 A.1-43
3b0zB00 3.40.1690.10.8 B.1-84
1hkyA00 3.50.4.10.15 A.1-86
1yxeA01 3.50.4.10.16 A.30-130
3p9dG03 3.50.7.10.11 G.216-371
1zl0B02 3.50.30.60.2 B.173-311
5jybA02 3.50.30.60.3 A.169-346
4eysA02 3.50.30.60.4 A.162-346
4e5sA02 3.50.30.60.5 A.162-331
3h8lA02 3.50.50.60.167 A.115-265
3ic9A03 3.50.50.60.168 A.149-270
4jq9A02 3.50.50.60.169 A.150-271
4c3xA01 3.50.50.60.170 A.23-316,463-530
2v3aA02 3.50.50.60.171 A.110-244
4z24A01 3.50.50.60.172 A.4-145,216-339,436-458,577-652
3kljA02 3.50.50.60.173 A.118-227
2xdoD00 3.50.50.60.174 D.23-390
3ab1A02 3.50.50.60.175 A.134-259
2gv8A02 3.50.50.60.176 A.183-287
3i6dA01 3.50.50.60.177 A.5-43,246-307,415-470
1xhcA02 3.50.50.60.178 A.114-231
4m52A02 3.50.50.60.179 A.149-269
3l8kA02 3.50.50.60.180 A.145-268
3d1cA02 3.50.50.60.181 A.145-268
3k30A03 3.50.50.60.182 A.489-621
5bvaA00 3.50.50.60.183 A.8-406
4fk1A02 3.50.50.60.184 A.120-231
1ebdA02 3.50.50.60.185 A.146-266
1onfA02 3.50.50.60.186 A.154-271
3oc4A02 3.50.50.60.187 A.117-240
4dooA01 3.50.70.10.4 A.3-52,83-181
1w79A02 3.50.80.20.2 A.69-129,241-284
1pl4A02 3.55.40.20.4 A.83-198
3gs9A02 3.55.50.40.1 A.91-182
2wzpR02 3.55.50.50.1 R.111-209
2ei9A00 3.60.10.10.19 A.6-219
1wduB00 3.60.10.10.20 B.19-245
4z67A00 3.60.15.10.48 A.1-309
4xwwB01 3.60.15.10.49 B.16-220,371-461
1e5dA02 3.60.15.10.50 A.2-248
2p4zA00 3.60.15.10.51 A.10-284
3eshA01 3.60.15.10.52 A.2-263
4ad9A01 3.60.15.10.53 A.2-205
1ofdA01 3.60.20.10.43 A.1-421,525-533
2ntkB00 3.60.20.20.1 B.21-222
6nq6B00 3.60.20.30.1 B.1-144
1k2xB00 3.60.20.30.2 B.1-135
1apyB00 3.60.20.30.3 B.1-141
1su1A00 3.60.21.10.38 A.25-208
3av0A01 3.60.21.10.39 A.18-267
1xm7A00 3.60.21.10.40 A.1-188
3ck2A00 3.60.21.10.41 A.3-176
1s3lA00 3.60.21.10.42 A.26-190
3t91B00 3.60.40.10.18 B.5-234
3f79E00 3.60.40.10.19 E.8-253
3fgrB00 3.60.60.20.1 B.2-344
1vz6A01 3.60.70.12.5 A.8-260
1vr7A00 3.60.90.10.5 A.14-133
4cyfA01 3.60.110.10.14 A.15-305
5khaB01 3.60.110.10.15 B.9-268
4grhA00 3.60.120.10.8 A.1-454
3kt7A02 3.60.130.20.1 A.258-616
3tutA01 3.65.10.20.1 A.23-201,296-356
3a1jB00 3.70.10.10.14 B.1-281
1dmlA00 3.70.10.10.15 A.29-319
5m3qA00 3.75.10.10.12 A.2-225
4ojuC00 3.80.10.10.80 C.2-143
1dceA03 3.80.10.10.81 A.431-566
4rcaB00 3.80.10.10.82 B.3-243
3rw6A02 3.80.10.10.83 A.108-267
4r5dA02 3.80.10.10.84 A.259-441
1ziwA00 3.80.10.10.85 A.4-638
5hzlB01 3.80.10.10.86 B.12-201
4u7lA02 3.80.10.10.87 A.324-456
4rcwA00 3.80.10.10.88 A.2-239
1w8aA00 3.80.10.10.89 A.1-192
3i2tA03 3.80.20.20.8 A.307-475
